InventoryFactID,DateID,ProductID,WarehouseID,SupplierID,StockLevel,ReorderPoint,DaysOnHand
9380,1352,1235,788,515,209,113,57
9381,3029,1570,788,535,145,104,23
9382,2394,455,790,518,178,59,30
9383,1933,2053,787,539,106,85,3
9384,918,2214,793,532,268,83,83
9385,2143,2159,787,519,114,15,69
9386,1883,1140,791,522,173,114,11
9387,1000,1316,793,495,182,10,70
9388,2476,2697,788,546,340,84,86
9389,3040,815,787,540,157,108,23
9390,991,2012,793,524,392,46,48
9391,2922,1586,791,539,392,91,1
9392,2775,2577,792,510,151,104,17
9393,3093,2055,791,494,326,11,71
9394,2469,496,787,478,225,14,13
9395,2035,859,792,489,239,9,56
9396,1075,1064,788,527,214,48,65
9397,1042,798,787,503,194,4,47
9398,2553,2589,793,542,79,6,51
9399,2242,2389,793,560,382,14,77
9400,895,2789,788,513,44,19,31
9401,2310,1083,792,493,14,35,58
9402,1937,705,790,508,12,58,39
9403,1124,514,788,491,85,16,78
9404,977,2340,790,501,289,104,77
9405,1602,2507,789,538,141,93,68
9406,3150,1245,791,533,386,4,41
9407,2170,1506,793,508,163,84,79
9408,2674,2405,790,487,224,38,73
9409,2935,685,790,494,225,59,9
9410,864,1347,793,560,8,35,42
9411,2186,1224,790,484,177,19,80
9412,1103,1915,793,507,97,103,51
9413,1506,2352,792,495,174,88,87
9414,3031,2499,790,556,38,15,63
9415,2672,2526,793,494,195,17,10
9416,1965,2278,790,504,335,34,21
9417,2781,1273,788,545,16,37,29
9418,1165,976,789,549,23,56,60
9419,1327,2423,787,526,39,85,3
9420,2174,2908,793,551,325,76,89
9421,1790,2102,791,524,203,75,64
9422,2229,2490,791,503,190,100,65
9423,1261,1294,788,532,237,116,85
9424,2308,1012,789,489,66,41,3
9425,1074,476,792,549,398,107,37
9426,3150,2683,791,482,307,29,54
9427,2728,2394,790,557,93,16,25
9428,2421,692,793,551,132,57,82
9429,1208,1595,790,505,241,59,65
9430,2215,2029,788,526,36,21,57
9431,2808,1560,789,559,126,35,78
9432,1481,2231,787,522,169,72,71
9433,2438,780,793,553,66,96,18
9434,2654,1977,791,499,397,2,9
9435,1596,2694,789,535,68,116,2
9436,1892,1798,789,511,267,104,36
9437,2762,951,788,488,187,47,65
9438,2509,2120,787,495,332,65,56
9439,2017,2818,787,535,202,54,71
9440,2750,1302,789,513,114,79,29
9441,1174,2714,787,516,310,27,35
9442,1939,1869,792,489,174,61,51
9443,1606,761,792,525,0,90,18
9444,3161,2097,789,513,263,63,19
9445,2622,1556,789,534,257,28,40
9446,1967,1164,793,504,220,23,16
9447,2054,1355,789,509,218,27,18
9448,877,1452,787,508,315,72,30
9449,2665,2238,793,537,28,34,58
9450,1354,2800,789,511,113,67,25
9451,2954,2379,793,557,200,1,33
9452,2690,2867,791,492,377,56,45
9453,1747,2693,788,508,245,37,63
9454,1859,2369,790,552,59,70,15
9455,3031,1788,790,500,330,46,29
9456,1810,967,790,515,291,0,21
9457,2622,2285,788,497,46,10,59
9458,1583,2832,793,479,57,78,76
9459,1921,2076,787,519,209,115,47
9460,1447,2544,792,513,315,15,64
9461,1706,1077,789,548,166,54,6
9462,2975,429,788,521,210,99,10
9463,2432,1677,793,495,18,95,44
9464,1511,2566,792,537,153,51,56
9465,1687,569,790,556,318,75,21
9466,1149,694,789,546,311,108,22
9467,1459,1015,791,524,124,99,27
9468,993,2509,787,493,50,41,50
9469,2152,929,793,532,127,8,18
9470,2177,978,791,522,173,115,12
9471,1035,2080,792,547,123,111,47
9472,3070,2256,790,495,156,95,75
9473,1876,695,791,494,333,62,24
9474,1710,2065,792,510,267,111,19
9475,1484,1529,793,494,191,39,74
9476,842,2767,793,550,284,75,5
9477,2360,2623,787,487,259,105,63
9478,2093,1230,789,539,245,116,50
9479,3007,1197,790,526,14,31,52
9480,1069,2648,791,505,90,90,29
9481,1132,2637,788,504,345,5,79
9482,1033,759,789,514,147,45,13
9483,3186,2868,790,548,111,63,68
9484,3004,1227,787,535,291,65,83
9485,3041,2002,790,486,370,90,37
9486,1095,771,788,549,61,87,64
9487,1718,884,787,549,249,43,12
9488,1313,2188,788,534,1,117,87
9489,2008,779,790,508,133,49,44
9490,1206,2230,793,492,279,93,55
9491,2610,1766,788,528,282,63,11
9492,1996,516,788,509,53,97,36
9493,2526,1567,792,529,130,18,57
9494,882,2202,793,540,366,95,89
9495,3148,1778,787,536,30,72,39
9496,2391,2365,789,542,105,45,33
9497,1854,2635,787,483,224,32,38
9498,3051,696,790,500,217,74,75
9499,2524,558,788,517,221,86,72
9500,2093,2338,787,520,240,81,79
9501,910,1157,793,486,247,14,86
9502,1178,1040,788,479,125,106,57
9503,3219,2122,791,543,72,37,15
9504,3232,2755,791,490,164,44,47
9505,3196,2149,787,523,67,68,70
9506,2098,2902,787,560,248,105,5
9507,841,599,792,546,166,82,67
9508,980,2115,789,495,105,5,8
9509,3149,2649,792,494,209,77,88
9510,1510,581,792,511,104,39,70
9511,2829,2410,788,498,98,114,11
9512,1905,560,788,556,310,52,42
9513,2122,1455,791,495,161,82,50
9514,2523,1093,788,497,322,23,18
9515,1930,889,788,554,380,54,78
9516,1721,975,787,501,319,75,31
9517,1782,759,792,533,41,90,73
9518,1388,2439,792,542,199,4,61
9519,1076,2073,787,551,131,76,76
9520,1973,1010,788,525,89,96,56
9521,2366,1343,788,481,173,84,42
9522,1294,839,792,501,233,75,51
9523,1972,1850,792,534,389,5,22
9524,2273,2650,793,551,170,65,17
9525,1514,2610,788,522,89,76,59
9526,1562,2504,788,539,138,15,86
9527,2927,807,792,528,133,29,62
9528,1353,488,791,560,340,38,2
9529,2917,2895,792,486,33,47,60
9530,1215,590,788,531,87,65,70
9531,3040,2807,791,549,322,107,3
9532,1362,822,789,521,59,32,77
9533,1424,771,789,510,12,46,52
9534,1016,2834,788,505,369,80,43
9535,979,1168,793,534,195,0,22
9536,3133,2107,791,557,289,27,87
9537,2137,2556,789,520,360,43,12
9538,2838,1142,793,534,359,88,72
9539,2651,2427,792,518,229,45,37
9540,2713,2422,788,508,296,34,31
9541,2392,1524,789,545,273,53,85
9542,2291,1982,789,484,254,91,73
9543,1788,597,792,542,288,66,5
9544,1194,1416,791,512,46,20,27
9545,3171,583,788,498,279,56,18
9546,1182,530,788,479,288,59,11
9547,2855,1564,793,523,153,107,11
9548,920,2798,787,549,44,35,46
9549,2875,2484,791,490,134,26,86
9550,1529,1995,790,516,282,104,75
9551,2758,2551,790,478,56,39,19
9552,1824,797,791,533,280,35,25
9553,1599,2868,787,478,311,1,21
9554,2967,2045,787,533,262,12,42
9555,2121,1456,793,538,390,16,80
9556,1013,2369,788,499,96,113,42
9557,1662,1932,787,560,331,62,5
9558,1368,2870,789,529,241,58,31
9559,1836,1454,788,553,149,22,6
9560,3190,2740,791,532,207,100,4
9561,2319,2516,792,517,171,19,60
9562,2864,1105,790,519,197,116,78
9563,1021,469,789,537,334,73,41
9564,2521,2557,789,511,72,74,13
9565,2250,1752,792,480,367,53,13
9566,2378,626,789,531,25,17,39
9567,2534,2885,789,502,261,20,24
9568,1247,676,788,529,304,3,75
9569,2108,818,787,503,395,112,28
9570,1992,1937,787,558,35,94,26
9571,2402,584,789,502,345,54,62
9572,2739,2729,787,549,78,118,14
9573,2945,1100,789,533,367,73,65
9574,1166,2369,792,531,21,93,76
9575,1030,1285,793,490,311,23,20
9576,2370,2012,791,500,42,20,75
9577,2816,1649,791,490,284,81,37
9578,1026,1805,791,530,137,87,11
9579,2475,2784,790,556,155,93,79
9580,1084,2398,793,531,100,113,53
9581,1686,505,789,549,187,69,22
9582,1908,798,789,521,137,49,87
9583,2037,2073,790,519,382,19,86
9584,1551,2843,793,547,135,35,84
9585,2499,922,790,548,95,64,32
9586,1409,1150,793,481,214,99,38
9587,2635,1578,788,533,92,16,44
9588,1383,905,791,529,342,48,50
9589,2587,1487,792,486,119,60,46
9590,3075,2210,791,493,14,99,78
9591,2667,731,788,515,346,9,4
9592,1470,1634,787,520,116,47,69
9593,2110,947,792,518,335,49,12
9594,1596,452,788,510,28,106,44
9595,2016,1197,789,529,253,66,72
9596,876,2539,789,492,289,99,54
9597,919,722,788,555,78,53,61
9598,2517,2914,788,508,100,54,63
9599,2609,479,790,506,99,44,39
9600,2605,2248,793,559,277,95,14
9601,1814,1331,789,533,157,69,86
9602,1782,2606,789,491,41,71,70
9603,2498,2122,790,516,163,13,37
9604,923,1014,789,496,272,85,64
9605,1228,1150,787,493,192,18,75
9606,2117,1440,793,551,246,74,59
9607,1283,1206,793,503,105,64,23
9608,1609,1413,791,522,47,32,35
9609,2112,1726,789,484,189,116,41
9610,3195,1114,792,499,360,17,56
9611,2871,948,792,542,114,113,88
9612,3038,1154,793,522,93,68,24
9613,1568,1438,788,529,309,102,23
9614,2966,410,787,502,272,11,52
9615,2350,1084,790,556,228,92,74
9616,2651,1927,793,492,98,94,23
9617,2112,2021,792,555,143,7,62
9618,2261,2614,793,532,106,74,51
9619,1143,1956,787,549,337,31,69
9620,1513,1448,792,522,49,28,31
9621,1816,1755,788,514,295,43,68
9622,1844,1838,787,559,389,30,62
9623,1185,1124,787,496,165,3,20
9624,2658,1735,790,551,246,52,88
9625,876,1651,787,500,101,109,71
9626,1612,1842,793,508,304,114,35
9627,2499,666,787,500,368,59,30
9628,2568,2190,790,531,311,3,17
9629,2819,2847,793,506,53,46,58
9630,3132,1854,789,485,230,8,1
9631,2827,2867,791,491,259,70,30
9632,868,1169,793,520,18,31,35
9633,2400,1777,790,482,351,65,79
9634,2819,1264,790,489,117,93,16
9635,1917,1659,793,533,51,66,55
9636,2941,2623,788,545,352,73,17
9637,1676,2168,792,539,118,73,11
9638,1180,1845,793,533,85,93,82
9639,3095,1145,789,536,228,92,3
9640,1687,1479,787,528,52,66,73
9641,2892,1894,789,534,358,41,17
9642,2885,531,792,524,344,101,80
9643,2804,2412,788,499,210,64,65
9644,1867,2088,793,532,246,48,43
9645,2805,906,789,495,201,16,81
9646,3132,2495,791,479,96,55,62
9647,1007,554,791,548,168,105,69
9648,3027,2181,791,514,300,39,39
9649,2732,1938,787,498,166,108,74
9650,1860,1936,789,513,246,33,62
9651,2542,753,791,522,133,29,73
9652,1757,979,789,504,176,117,82
9653,2273,2245,790,543,2,35,47
9654,2978,1414,788,555,377,95,41
9655,1169,811,790,506,337,60,83
9656,1996,2602,791,514,265,84,52
9657,1787,417,793,555,263,114,9
9658,1282,1329,793,548,95,54,55
9659,2668,1925,790,478,260,53,9
9660,2871,1232,792,510,138,62,58
9661,2740,600,789,500,252,8,6
9662,2490,1612,791,523,251,107,10
9663,2648,2017,787,536,310,10,23
9664,3086,1106,791,511,162,20,80
9665,2791,2119,788,532,211,84,53
9666,2770,2933,789,482,255,21,74
9667,1425,2628,788,524,389,113,3
9668,1126,1153,788,528,183,61,16
9669,2502,780,790,560,342,82,41
9670,1671,1133,788,506,181,36,2
9671,2906,1005,791,547,96,1,56
9672,3083,2560,788,537,168,78,78
9673,969,2372,793,488,256,92,52
9674,2856,1386,788,554,53,40,26
9675,2632,1771,787,531,160,74,32
9676,2257,1665,791,529,262,54,40
9677,1569,632,791,504,278,42,47
9678,926,484,788,494,241,60,16
9679,3107,1902,787,533,344,113,80
9680,1599,1791,789,520,333,6,89
9681,2401,1767,791,494,130,27,89
9682,1548,1415,790,492,299,86,59
9683,1720,963,792,522,178,93,89
9684,908,2250,787,533,277,54,79
9685,2689,909,787,485,196,60,50
9686,1570,586,787,543,201,88,4
9687,1812,2103,792,478,95,99,87
9688,1175,782,789,507,71,11,78
9689,1633,1802,789,513,285,16,34
9690,1997,675,793,485,363,44,21
9691,2671,761,793,490,378,8,47
9692,1381,1532,790,531,183,46,6
9693,1758,2807,791,532,197,91,22
9694,1427,2507,789,513,374,90,78
9695,1703,2851,791,526,168,60,21
9696,1720,2775,788,494,211,118,12
9697,1606,1924,791,555,72,27,88
9698,1755,2604,793,552,63,60,72
9699,2690,1813,791,542,196,83,33
9700,2417,1845,790,516,241,94,13
9701,2680,2642,791,526,236,78,5
9702,1184,1889,790,514,70,75,11
9703,2481,2399,788,558,374,53,20
9704,2964,870,790,551,146,66,44
9705,3224,2550,789,484,395,68,2
9706,1612,1070,791,556,185,103,20
9707,1369,2088,788,499,59,101,59
9708,2970,2815,791,510,211,83,79
9709,3146,1341,789,478,173,60,76
9710,972,2468,790,544,167,12,15
9711,2562,646,789,493,295,56,37
9712,869,2341,787,497,170,55,21
9713,1033,1728,787,540,78,18,27
9714,1595,1438,789,523,23,77,83
9715,1149,2109,790,507,275,28,28
9716,1535,1424,789,547,365,86,4
9717,1830,2161,793,548,356,28,38
9718,1730,1884,787,486,85,118,46
9719,1611,1666,787,537,125,17,8
9720,1724,721,792,544,47,22,71
9721,1401,493,789,527,183,65,34
9722,2970,2579,792,516,193,26,79
9723,931,2766,790,545,198,31,2
9724,1053,913,787,507,119,50,3
9725,1481,1744,789,511,46,54,76
9726,2369,508,789,533,214,95,82
9727,931,1725,792,513,199,103,83
9728,2019,1284,789,478,10,29,47
9729,3049,2044,787,507,66,118,80
9730,3140,1431,793,549,121,14,16
9731,1110,2141,788,485,223,2,73
9732,2117,458,793,522,221,95,75
9733,2892,2768,793,549,154,77,86
9734,1810,685,793,492,373,56,33
9735,1899,2596,788,551,137,49,84
9736,1227,2757,787,521,397,72,23
9737,2869,510,790,517,215,114,62
9738,2230,1665,793,559,136,82,88
9739,3188,1622,790,491,70,64,74
9740,2362,914,792,515,141,48,82
9741,1984,548,789,522,25,25,19
9742,859,2272,788,498,133,104,44
9743,1832,746,790,559,161,75,28
9744,2365,881,790,554,171,33,81
9745,3023,1848,789,520,66,10,59
9746,1754,525,788,532,151,74,67
9747,1655,2327,792,506,16,75,67
9748,2715,1450,787,541,18,21,36
9749,2553,984,790,486,352,19,84
9750,1524,939,792,558,363,91,85
9751,2432,1540,788,524,229,93,73
9752,3094,1860,787,484,254,90,38
9753,2031,2522,790,512,311,43,74
9754,1530,881,790,496,310,17,74
9755,2016,1800,793,528,170,118,50
9756,2255,2607,787,543,106,21,87
9757,1713,2224,792,491,78,37,21
9758,1292,1967,790,512,80,20,45
9759,1201,1909,790,553,117,71,59
9760,2262,651,790,508,91,113,86
9761,885,1951,792,530,162,78,87
9762,1578,732,791,512,5,26,79
9763,2090,828,788,538,68,104,79
9764,2345,1785,790,534,331,30,56
9765,2751,1838,789,479,54,105,73
9766,1512,1019,789,547,261,35,65
9767,1739,1517,790,483,227,44,71
9768,919,2079,789,487,212,8,35
9769,1003,1868,791,505,88,119,13
9770,1160,1460,787,520,180,65,64
9771,1548,1946,793,536,322,20,2
9772,1793,1433,792,509,82,54,10
9773,1009,878,788,556,230,16,85
9774,1069,2911,791,523,242,25,62
9775,1462,445,793,511,125,93,33
9776,1573,1405,789,487,225,50,50
9777,2095,610,791,488,323,24,54
9778,1777,2332,792,518,8,44,74
9779,1559,1595,792,515,225,46,57
9780,1149,1967,787,534,285,60,29
9781,2227,2150,793,491,370,68,65
9782,2789,2720,791,532,199,65,76
9783,1967,535,793,483,287,36,80
9784,2613,1427,791,490,53,74,24
9785,2496,2194,789,507,264,3,54
9786,3154,1188,789,508,175,54,62
9787,3157,2373,791,531,316,5,62
9788,2204,2866,788,510,303,69,67
9789,1250,2530,790,491,388,78,30
9790,3117,406,793,496,172,17,15
9791,2412,1803,788,485,52,74,83
9792,2864,938,792,524,182,55,7
9793,1204,734,789,512,331,36,76
9794,2711,1948,790,495,37,116,22
9795,1035,1743,793,553,19,118,46
9796,3086,1489,788,534,17,36,33
9797,1661,1627,792,537,269,9,5
9798,2147,719,788,543,138,117,77
9799,939,2215,787,521,301,48,54
9800,2680,1964,790,539,101,92,53
9801,1515,1496,789,531,288,68,77
9802,1244,1619,787,527,335,119,77
9803,1114,2752,791,498,272,107,39
9804,1667,1090,787,490,26,44,17
9805,1161,1579,791,539,184,13,64
9806,2086,1964,793,480,67,74,29
9807,1138,2095,787,511,184,67,26
9808,3167,833,788,512,245,98,12
9809,1295,1302,791,515,178,57,79
9810,1068,1790,793,523,114,45,42
9811,1332,2152,793,532,383,71,8
9812,2733,1869,790,515,31,108,34
9813,1487,1784,789,506,324,27,49
9814,2270,819,789,489,124,89,76
9815,2058,1763,793,549,123,52,23
9816,1969,462,789,530,125,90,25
9817,2243,1004,789,507,173,119,74
9818,2671,1392,791,492,201,94,18
9819,3112,1188,790,517,205,65,69
9820,3224,2234,789,501,46,73,23
9821,1661,1682,789,478,26,23,2
9822,1807,1787,787,485,96,85,38
9823,2029,1203,787,497,284,36,47
9824,2550,1022,787,478,78,60,49
9825,2432,1704,790,495,5,20,25
9826,3081,2025,791,506,386,110,5
9827,2810,1103,789,534,9,77,3
9828,1895,1670,793,497,85,65,68
9829,1048,2739,787,520,185,36,24
9830,1696,1753,789,487,39,108,49
9831,1230,1194,791,519,160,35,33
9832,2386,1579,788,532,82,76,30
9833,2370,1539,789,499,104,92,7
9834,2661,1263,789,495,312,83,34
9835,1731,1731,789,527,360,75,40
9836,1993,2808,787,524,115,112,5
9837,2223,1436,791,482,129,82,22
9838,1255,935,792,543,10,74,11
9839,1908,991,788,482,366,40,36
9840,1037,2426,787,518,209,13,81
9841,3160,2523,787,515,177,22,88
9842,2044,1384,787,495,13,8,5
9843,2480,1446,792,481,40,119,18
9844,1881,1452,788,493,54,15,48
9845,3011,993,792,525,188,75,72
9846,930,2074,790,528,284,36,72
9847,3011,2793,792,544,88,35,88
9848,2277,2559,788,481,220,112,42
9849,1464,2418,788,502,179,9,68
9850,2712,1347,791,496,187,87,41
9851,1198,2142,791,533,255,116,49
9852,1565,2431,790,516,144,14,58
9853,1723,1633,789,499,118,91,16
9854,2568,2738,788,515,77,13,62
9855,2281,973,793,533,27,111,23
9856,2242,926,787,549,62,50,2
9857,2642,584,787,523,19,32,58
9858,1259,2922,791,481,321,44,24
9859,2236,1216,787,499,183,54,73
9860,2437,2027,793,540,259,71,50
9861,3015,1861,790,504,235,33,6
9862,2542,2688,789,527,232,21,63
9863,1548,1685,788,529,145,50,58
9864,1539,1613,788,550,90,47,1
9865,1395,2613,788,511,261,25,87
9866,1339,2101,793,525,183,113,83
9867,2262,635,792,498,193,92,88
9868,2397,1628,789,516,145,85,2
9869,3045,1042,791,516,178,15,55
9870,2837,1564,788,558,289,64,56
9871,814,2236,789,539,396,98,32
9872,1561,2057,789,485,10,18,5
9873,852,2195,787,523,129,80,81
9874,1618,1633,788,536,36,65,23
9875,1394,2715,790,495,334,65,66
9876,1364,2616,790,556,370,22,7
9877,1393,1069,788,485,83,100,20
9878,3083,1368,792,515,354,51,31
9879,837,1142,793,511,352,110,65
9880,2033,2452,790,514,321,84,53
9881,3057,2493,793,493,112,40,37
9882,1952,1773,787,491,76,75,12
9883,1711,975,790,525,126,117,41
9884,2710,2608,792,501,25,95,10
9885,2762,2414,792,545,222,42,49
9886,3047,1265,793,536,303,79,33
9887,3197,2726,792,539,2,53,50
9888,3167,893,787,537,264,81,4
9889,2106,1281,788,547,64,76,78
9890,1613,2336,791,530,155,11,40
9891,1325,2179,790,521,342,82,80
9892,2956,983,789,505,203,69,83
9893,3096,647,789,521,96,61,55
9894,2762,629,790,529,91,67,36
9895,2968,1568,791,532,159,91,85
9896,2475,1597,792,530,28,118,17
9897,1179,623,791,537,141,111,32
9898,1241,2038,793,486,229,118,9
9899,1306,2487,787,539,376,78,68
9900,1988,1688,789,551,53,99,20
9901,1532,1604,787,534,79,5,29
9902,2145,956,790,550,177,103,10
9903,2439,933,790,528,377,106,6
9904,3176,2886,787,496,35,116,67
9905,2696,1571,791,496,8,34,63
9906,2581,2900,790,485,127,116,20
9907,1634,1805,792,514,55,2,65
9908,3126,2097,792,546,34,65,5
9909,2360,2302,791,529,322,18,80
9910,2260,1312,789,528,100,24,83
9911,1387,1201,793,511,116,57,30
9912,3056,1596,787,517,115,23,12
9913,2473,2719,791,510,331,18,54
9914,1964,1725,793,542,307,18,13
9915,1268,1384,793,542,241,27,52
9916,2373,1837,793,531,283,53,61
9917,1739,798,789,546,354,36,45
9918,2446,2181,788,519,284,24,4
9919,1291,1210,788,510,317,36,3
9920,2302,1849,793,488,229,8,77
9921,3081,2532,791,511,366,14,5
9922,1943,819,792,526,220,111,8
9923,2764,2299,790,520,317,62,56
9924,1657,1054,793,520,42,17,64
9925,2607,1302,793,543,136,98,43
9926,2416,580,792,504,389,38,53
9927,1338,1037,790,497,107,119,76
9928,1953,1511,789,478,26,111,66
9929,1169,504,792,502,303,103,89
9930,1487,2057,788,484,89,53,4
9931,2869,563,788,489,365,43,61
9932,1776,573,790,494,160,99,83
9933,1909,497,793,551,196,25,73
9934,2688,2205,787,527,248,5,35
9935,930,2752,787,493,17,65,9
9936,903,423,789,496,377,69,62
9937,950,2750,787,527,17,60,1
9938,1299,1515,789,535,107,3,11
9939,3060,2083,791,483,84,10,75
9940,3219,631,789,534,71,43,3
9941,2266,1465,792,512,54,96,33
9942,2202,1896,792,489,241,55,26
9943,1623,2718,787,504,331,39,59
9944,1485,1152,793,490,164,68,7
9945,2679,2366,787,558,81,87,9
9946,1040,2195,787,526,181,93,75
9947,898,777,788,494,8,64,45
9948,3218,2509,791,478,40,85,21
9949,2396,1602,787,512,362,70,31
9950,3179,1337,790,509,214,7,46
9951,1538,820,790,480,265,57,31
9952,2289,1105,789,546,228,111,35
9953,1569,1934,792,556,143,86,9
9954,3178,1997,790,500,344,83,38
9955,1454,1081,790,495,328,88,57
9956,2822,395,790,531,365,108,89
9957,1959,647,793,523,71,61,68
9958,1323,1888,793,511,374,105,81
9959,2136,1892,792,491,148,1,14
9960,3105,747,792,479,333,24,82
9961,3161,2006,787,485,332,93,46
9962,3048,1485,791,531,66,52,30
9963,2881,2873,787,511,96,110,70
9964,1434,435,789,492,287,93,78
9965,1357,1746,792,493,309,18,42
9966,1277,2581,793,533,53,75,61
9967,2793,735,792,518,331,63,56
9968,1882,1855,790,518,292,57,17
9969,2031,2752,789,483,244,47,74
9970,2295,2038,789,531,132,70,85
9971,1793,806,790,518,185,74,19
9972,1035,1756,788,536,24,109,47
9973,1210,2100,787,526,153,86,75
9974,2810,2818,787,543,22,61,58
9975,1151,769,790,504,392,45,80
9976,2797,2237,789,530,256,49,24
9977,1736,2748,791,481,55,73,38
9978,2880,1894,789,496,191,51,72
9979,1489,929,792,508,213,105,59
9980,1495,2547,791,541,115,46,52
9981,2200,602,787,495,364,59,74
9982,2827,960,789,479,145,85,66
9983,1536,519,792,549,367,33,19
9984,2762,1777,790,487,306,84,59
9985,1980,768,787,493,57,78,42
9986,3205,2365,790,510,367,102,24
9987,2897,531,788,500,248,75,53
9988,1509,1259,789,504,135,100,78
9989,2548,2153,788,556,286,98,30
9990,2733,1905,792,516,153,47,41
9991,1815,2584,790,499,77,49,62
9992,867,2522,793,523,105,8,31
9993,961,2035,788,495,237,15,44
9994,2635,823,793,518,217,18,81
9995,3099,2708,787,491,212,19,52
9996,905,2735,787,487,334,113,9
9997,980,1480,792,484,241,90,78
9998,3072,2473,787,489,26,19,1
9999,2096,1142,790,557,35,97,14
10000,2064,1292,787,513,154,58,66
10001,2247,995,793,523,53,42,65
10002,1334,1834,791,501,227,25,42
10003,819,1604,787,483,298,23,77
10004,1321,1580,791,533,319,95,52
10005,3202,804,793,521,291,38,15
10006,2597,1597,788,486,377,59,14
10007,3019,2363,793,526,354,107,64
10008,2347,2041,792,545,243,119,67
10009,1954,2277,790,508,26,118,1
10010,2719,2081,791,545,114,115,23
10011,2162,2395,792,500,233,95,51
10012,1816,1418,788,560,99,14,41
10013,2392,1423,787,518,256,38,55
10014,2361,651,789,541,82,47,8
10015,1378,2347,789,536,274,93,18
10016,1910,408,788,552,319,1,19
10017,1040,2832,789,509,64,74,82
10018,2055,2914,789,520,263,77,37
10019,2881,2787,792,540,279,103,36
10020,2163,2237,787,553,328,36,34
10021,3170,1316,792,505,199,73,38
10022,2031,434,788,520,241,74,18
10023,1886,2102,790,545,265,108,52
10024,2172,1163,791,536,226,112,10
10025,1413,760,791,546,6,43,60
10026,1451,618,792,544,181,69,79
10027,1796,732,793,528,279,57,25
10028,1741,2290,792,521,134,18,17
10029,1040,2878,789,510,52,71,67
10030,993,520,787,498,55,68,58
10031,2094,2678,788,528,275,56,86
10032,2060,2033,789,535,306,21,50
10033,1973,2758,790,547,337,72,42
10034,2768,497,791,547,292,10,52
10035,1223,1423,791,509,56,95,31
10036,833,2520,791,502,398,105,32
10037,2487,2053,792,514,2,97,32
10038,1991,2234,787,542,346,119,41
10039,2407,827,788,481,274,3,43
10040,2850,2660,789,484,122,31,65
10041,2646,980,792,489,234,113,86
10042,1478,1359,793,534,337,13,34
10043,2461,1295,787,499,391,10,53
10044,1394,1655,788,559,49,18,72
10045,3114,1292,792,517,208,97,37
10046,997,657,789,526,117,75,84
10047,1557,571,787,503,8,71,16
10048,1268,1892,789,524,213,61,67
10049,1133,2601,788,499,139,68,63
10050,3124,2400,788,510,343,86,12
10051,2872,2193,791,503,249,66,64
10052,2910,507,793,519,392,75,64
10053,2651,2500,787,530,359,17,66
10054,815,1322,791,493,157,111,33
10055,1456,2743,790,480,272,5,46
10056,1345,2180,787,548,334,63,5
10057,2058,1508,792,515,185,99,77
10058,2387,2239,788,496,230,33,51
10059,2592,1576,793,542,114,75,2
10060,2505,651,788,550,369,47,51
10061,838,2108,791,484,112,52,37
10062,2933,542,790,530,285,6,67
10063,3016,1674,788,531,231,43,50
10064,2999,1593,787,507,197,7,73
10065,2646,2069,788,528,385,30,1
10066,2452,1131,791,530,298,62,89
10067,1045,2569,788,501,120,45,60
10068,948,1885,790,528,57,14,61
10069,2151,1707,788,529,16,7,74
10070,2002,1120,792,510,368,104,73
10071,3158,2678,787,485,35,77,19
10072,1409,610,788,485,26,63,34
10073,909,1080,788,558,301,118,4
10074,1613,676,792,540,87,74,41
10075,3106,2615,788,484,117,16,24
10076,1676,2710,792,509,63,3,70
10077,2506,1719,791,539,84,75,21
10078,1608,799,791,534,345,57,54
10079,1313,1363,792,517,228,118,82
10080,2314,1617,792,533,294,95,6
10081,1515,1608,790,555,193,51,62
10082,1874,2069,788,556,329,15,12
10083,1413,2686,792,524,72,55,69
10084,2074,2625,793,520,267,90,9
10085,2489,1098,788,496,72,63,35
10086,2489,2375,789,482,108,21,76
10087,2643,815,788,501,4,47,15
10088,3238,1453,793,553,73,44,80
10089,3199,2642,791,530,376,100,88
10090,1506,2601,793,494,337,43,33
10091,2787,969,792,531,105,53,20
10092,2043,1519,793,546,237,23,31
10093,2607,1442,787,525,74,17,89
10094,3136,575,787,547,278,14,4
10095,3199,1063,791,536,276,76,59
10096,1597,1809,787,551,177,66,58
10097,1647,1310,792,509,387,14,74
10098,3000,684,789,556,115,0,37
10099,2342,1061,793,496,230,83,56
10100,2169,1672,789,556,107,53,34
10101,850,2547,788,539,114,35,38
10102,2197,1319,788,532,144,60,74
10103,2896,1084,792,502,281,89,87
10104,1393,511,787,547,94,31,56
10105,2827,2466,791,479,39,0,26
10106,1035,398,790,526,37,79,63
10107,1454,953,789,527,60,71,28
10108,2932,2231,788,540,192,57,75
10109,3195,711,793,491,42,5,62
10110,2886,1702,792,508,228,57,70
10111,1235,1069,790,490,105,6,22
10112,2114,1806,791,504,128,81,80
10113,2565,417,792,481,208,4,5
10114,1856,2767,789,502,201,49,45
10115,3186,1448,789,503,261,45,81
10116,946,779,787,556,232,7,5
10117,1466,2514,792,518,58,41,68
10118,1738,441,788,523,95,59,10
10119,2660,2735,791,552,77,66,35
10120,1078,1972,788,524,140,67,70
10121,1792,781,790,544,251,5,37
10122,2805,2811,788,486,322,50,48
10123,1834,1826,792,481,45,27,51
10124,2316,2057,787,503,179,36,77
10125,2831,2726,790,510,364,62,42
