FullDate,Category,AvgStock,AvgDOH,StockoutRate,AvgUnitCost,AvgInventoryValue,GMROI
2019-05-16,Lighting,9,49,9,53.890000,485.010000,4.851961
2019-05-16,Performance,104,28,104,728.936666,75809.413264,0.070969
2019-05-16,Suspension,188,45,188,668.450000,125668.600000,0.000946
2019-05-16,Towing,103,34,103,884.656666,91119.636598,0.022111
2019-05-17,Exterior,146,53,146,691.862500,101011.925000,0.021897
2019-05-17,Interior,249,40,249,644.540000,160490.460000,0.017125
2019-05-17,Lighting,228,51,228,664.936000,151605.408000,0.008334
2019-05-17,Performance,284,20,284,576.713333,163786.586572,0.017373
2019-05-17,Suspension,143,54,143,647.413333,92580.106619,0.015487
2019-05-17,Towing,178,55,178,568.560000,101203.680000,0.002164
2019-05-18,Exterior,371,59,371,1147.700000,425796.700000,0.006673
2019-05-18,Lighting,356,11,356,318.620000,113428.720000,0.011479
2019-05-18,Performance,239,51,239,742.645000,177492.155000,0.004918
2019-05-18,Suspension,240,52,240,399.285000,95828.400000,0.002633
2019-05-18,Towing,259,19,259,1435.200000,371716.800000,0.000648
2019-05-19,Exterior,297,42,297,737.407500,219010.027500,0.020148
2019-05-19,Interior,326,20,326,770.540000,251196.040000,0.004887
2019-05-19,Lighting,310,67,310,1036.210000,321225.100000,0.005553
2019-05-19,Performance,213,37,213,477.335000,101672.355000,0.037564
2019-05-19,Towing,17,1,17,1394.540000,23707.180000,0.137591
2019-05-20,Exterior,139,77,139,806.285000,112073.615000,0.059462
2019-05-20,Interior,85,55,85,521.003333,44285.283305,0.027559
2019-05-20,Lighting,209,46,209,837.860000,175112.740000,0.007951
2019-05-20,Performance,202,24,202,675.232000,136396.864000,0.035675
2019-05-20,Suspension,299,54,299,368.320000,110127.680000,0.018918
2019-05-21,Exterior,258,35,258,524.967500,135441.615000,0.003430
2019-05-21,Interior,132,53,132,666.420000,87967.440000,0.041396
2019-05-21,Performance,207,43,207,309.935000,64156.545000,0.034395
2019-05-21,Towing,317,36,317,478.432500,151663.102500,0.009527
2019-05-22,Exterior,339,52,339,640.960000,217285.440000,0.019161
2019-05-22,Interior,266,31,266,899.945000,239385.370000,0.009278
2019-05-22,Performance,233,77,233,449.410000,104712.530000,0.023932
2019-05-22,Suspension,334,26,334,1078.080000,360078.720000,0.003349
2019-05-22,Towing,208,26,208,880.400000,183123.200000,0.006512
2019-05-23,Exterior,185,20,185,772.840000,142975.400000,0.018354
2019-05-23,Interior,89,52,89,846.210000,75312.690000,0.013429
2019-05-23,Lighting,221,16,221,761.150000,168214.150000,0.005032
2019-05-23,Performance,233,53,233,684.356666,159455.103178,0.031072
2019-05-23,Suspension,278,53,278,683.590000,190038.020000,0.004809
2019-05-23,Towing,286,71,286,1221.430000,349328.980000,0.005756
2019-05-24,Exterior,163,75,163,766.800000,124988.400000,0.021040
2019-05-24,Interior,254,41,254,535.976666,136138.073164,0.015600
2019-05-24,Lighting,211,43,211,311.300000,65684.300000,0.030939
2019-05-24,Performance,239,67,239,714.708000,170815.212000,0.018476
2019-05-25,Exterior,192,79,192,698.573333,134126.079936,0.037478
2019-05-25,Performance,198,65,198,849.150000,168131.700000,0.021037
2019-05-25,Towing,33,1,33,722.420000,23839.860000,0.076494
2019-05-26,Exterior,222,29,222,502.556000,111567.432000,0.041512
2019-05-26,Interior,173,53,173,475.740000,82303.020000,0.006596
2019-05-26,Lighting,147,19,147,650.126666,95568.619902,0.015920
2019-05-26,Performance,275,27,275,971.466666,267153.333150,0.012142
2019-05-26,Suspension,166,56,166,619.850000,102895.100000,0.011299
2019-05-26,Towing,238,44,238,782.490000,186232.620000,0.015548
2019-05-27,Exterior,382,33,382,465.600000,177859.200000,0.016009
2019-05-27,Interior,217,58,217,624.760000,135572.920000,0.006808
2019-05-27,Lighting,295,42,295,899.950000,265485.250000,0.007809
2019-05-27,Performance,163,34,163,575.468000,93801.284000,0.024828
2019-05-27,Suspension,169,73,169,842.370000,142360.530000,0.014621
2019-05-27,Towing,210,70,210,193.100000,40551.000000,0.018219
2019-05-28,Exterior,185,41,185,385.588000,71333.780000,0.017269
2019-05-28,Lighting,56,21,56,95.860000,5368.160000,0.154991
2019-05-28,Performance,217,72,217,1014.186666,220078.506522,0.014032
2019-05-28,Suspension,197,56,197,666.725000,131344.825000,0.019762
2019-05-28,Towing,160,41,160,744.825000,119172.000000,0.011579
2019-05-29,Exterior,181,65,181,552.834285,100063.005585,0.037534
2019-05-29,Lighting,212,85,212,453.755000,96196.060000,0.010362
2019-05-29,Performance,258,59,258,718.130000,185277.540000,0.021236
2019-05-29,Suspension,111,58,111,1144.693333,127060.959963,0.017817
2019-05-29,Towing,281,18,281,1141.460000,320750.260000,0.006064
2019-05-30,Exterior,12,68,12,594.570000,7134.840000,0.380497
2019-05-30,Lighting,231,33,231,790.340000,182568.540000,0.011428
2019-05-30,Performance,223,31,223,649.020000,144731.460000,0.017923
2019-05-30,Suspension,132,60,132,428.705000,56589.060000,0.038003
2019-05-30,Towing,395,82,395,685.380000,270725.100000,0.004646
2019-05-31,Exterior,145,51,145,654.492000,94901.340000,0.070149
2019-05-31,Interior,309,54,309,961.065000,296969.085000,0.003450
2019-05-31,Lighting,306,41,306,695.510000,212826.060000,0.004366
2019-05-31,Performance,178,39,178,194.020000,34535.560000,0.072703
2019-05-31,Suspension,282,45,282,558.610000,157528.020000,0.011206
2019-05-31,Towing,123,25,123,632.840000,77839.320000,0.004663
2019-06-01,Exterior,364,64,364,1182.430000,430404.520000,0.007180
2019-06-01,Interior,167,45,167,492.256666,82206.863222,0.007439
2019-06-01,Lighting,127,55,127,760.763333,96616.943291,0.025388
2019-06-01,Performance,165,38,165,645.620000,106527.300000,0.024139
2019-06-01,Suspension,123,71,123,313.555000,38567.265000,0.030608
2019-06-01,Towing,85,58,85,866.216666,73628.416610,0.021772
2019-06-02,Exterior,227,58,227,604.276666,137170.803182,0.034648
2019-06-02,Lighting,263,70,263,427.790000,112508.770000,0.013280
2019-06-02,Performance,145,48,145,530.867500,76975.787500,0.029284
2019-06-02,Towing,105,64,105,780.920000,81996.600000,0.019262
2019-06-03,Exterior,88,56,88,308.210000,27122.480000,0.153432
2019-06-03,Lighting,360,82,360,123.680000,44524.800000,0.052474
2019-06-03,Performance,151,48,151,604.600000,91294.600000,0.029406
2019-06-03,Suspension,308,77,308,214.130000,65952.040000,0.012179
2019-06-04,Exterior,236,34,236,502.936000,118692.896000,0.027613
2019-06-04,Interior,331,56,331,396.770000,131330.870000,0.009597
2019-06-04,Lighting,209,37,209,434.330000,90774.970000,0.015257
2019-06-04,Performance,159,21,159,728.352000,115807.968000,0.037365
2019-06-04,Towing,214,62,214,651.050000,139324.700000,0.018999
2019-06-05,Exterior,237,41,237,566.352500,134225.542500,0.023354
2019-06-05,Interior,190,21,190,444.605000,84474.950000,0.010823
2019-06-05,Lighting,210,80,210,676.790000,142125.900000,0.008504
2019-06-05,Performance,321,57,321,604.686666,194104.419786,0.024817
2019-06-05,Suspension,221,42,221,1071.900000,236889.900000,0.006259
2019-06-05,Towing,355,52,355,576.470000,204646.850000,0.000961
2019-06-06,Exterior,274,35,274,538.367500,147512.695000,0.016731
2019-06-06,Interior,158,63,158,613.135000,96875.330000,0.011169
2019-06-06,Lighting,30,68,30,789.000000,23670.000000,0.041971
2019-06-06,Performance,304,37,304,935.560000,284410.240000,0.011591
2019-06-06,Towing,330,52,330,994.950000,328333.500000,0.004830
2019-06-07,Exterior,227,39,227,593.647142,134757.901234,0.018942
2019-06-07,Interior,223,30,223,729.947500,162778.292500,0.018487
2019-06-07,Lighting,184,33,184,720.800000,132627.200000,0.007311
2019-06-07,Performance,162,5,162,545.985000,88449.570000,0.029782
2019-06-07,Suspension,233,35,233,646.046666,150528.873178,0.010809
2019-06-07,Towing,270,28,270,50.320000,13586.400000,0.129635
2019-06-08,Exterior,42,22,42,719.376666,30213.819972,0.107298
2019-06-08,Performance,243,49,243,1114.545000,270834.435000,0.007166
2019-06-08,Towing,265,50,265,964.647500,255631.587500,0.006902
2019-06-09,Exterior,79,40,79,786.955000,62169.445000,0.041299
2019-06-09,Interior,64,66,64,1125.810000,72051.840000,0.010060
2019-06-09,Lighting,51,60,51,546.280000,27860.280000,0.034524
2019-06-09,Suspension,238,25,238,714.480000,170046.240000,0.009392
2019-06-10,Exterior,166,51,166,1087.050000,180450.300000,0.024657
2019-06-10,Interior,331,15,331,1066.440000,352991.640000,0.002017
2019-06-10,Lighting,202,19,202,837.120000,169098.240000,0.004877
2019-06-10,Performance,17,52,17,757.810000,12882.770000,0.352344
2019-06-10,Suspension,267,45,267,930.703333,248497.789911,0.002921
2019-06-10,Towing,280,69,280,567.620000,158933.600000,0.013266
2019-06-11,Exterior,254,85,254,394.830000,100286.820000,0.006795
2019-06-11,Interior,348,15,348,740.210000,257593.080000,0.006049
2019-06-11,Lighting,283,25,283,301.640000,85364.120000,0.023372
2019-06-11,Performance,216,43,216,490.346000,105914.736000,0.029684
2019-06-11,Suspension,394,4,394,147.740000,58209.560000,0.021351
2019-06-11,Towing,315,57,315,755.573333,238005.599895,0.000049
2019-06-12,Exterior,228,10,228,838.233333,191117.199924,0.023191
2019-06-12,Interior,158,15,158,1046.420000,165334.360000,0.006018
2019-06-12,Performance,186,17,186,830.275000,154431.150000,0.026932
2019-06-12,Suspension,201,24,201,788.275000,158443.275000,0.009372
2019-06-12,Towing,232,3,232,736.700000,170914.400000,0.016956
2019-06-13,Exterior,168,48,168,567.092500,95271.540000,0.060348
2019-06-13,Interior,209,62,209,1067.960000,223203.640000,0.000671
2019-06-13,Lighting,138,28,138,301.640000,41626.320000,0.045702
2019-06-13,Performance,119,43,119,447.620000,53266.780000,0.078280
2019-06-13,Suspension,263,26,263,786.820000,206933.660000,0.016433
2019-06-13,Towing,372,12,372,458.350000,170506.200000,0.004494
2019-06-14,Exterior,251,62,251,580.480000,145700.480000,0.012398
2019-06-14,Lighting,285,87,285,971.800000,276963.000000,0.007655
2019-06-14,Performance,263,39,263,836.566666,220017.033158,0.015625
2019-06-14,Towing,232,38,232,845.006666,196041.546512,0.002579
2019-06-15,Exterior,250,62,250,384.996666,96249.166500,0.025493
2019-06-15,Interior,63,71,63,276.010000,17388.630000,0.120906
2019-06-15,Lighting,176,71,176,898.906000,158207.456000,0.006903
2019-06-15,Performance,293,25,293,662.728571,194179.471303,0.013461
2019-06-16,Performance,67,34,67,1018.578333,68244.748311,0.053447
2019-06-16,Towing,112,59,112,274.050000,30693.600000,0.086417
2019-06-17,Exterior,222,25,222,1068.935000,237303.570000,0.015981
2019-06-17,Interior,181,79,181,1006.220000,182125.820000,0.014285
2019-06-17,Lighting,143,48,143,808.332000,115591.476000,0.008449
2019-06-17,Performance,118,51,118,674.890000,79637.020000,0.014354
2019-06-17,Suspension,127,24,127,453.415000,57583.705000,0.061076
2019-06-17,Towing,220,89,220,135.440000,29796.800000,0.009219
2019-06-18,Exterior,341,33,341,789.365000,269173.465000,0.019193
2019-06-18,Interior,87,87,87,702.740000,61138.380000,0.010269
2019-06-18,Lighting,384,80,384,1153.210000,442832.640000,0.006544
2019-06-18,Performance,199,54,199,686.283333,136570.383267,0.028290
2019-06-18,Suspension,223,45,223,958.782500,213808.497500,0.003447
2019-06-19,Exterior,108,74,108,809.260000,87400.080000,0.030265
2019-06-19,Interior,127,80,127,628.710000,79846.170000,0.017815
2019-06-19,Lighting,217,78,217,1042.580000,226239.860000,0.014822
2019-06-19,Towing,209,6,209,135.440000,28306.960000,0.076841
2019-06-20,Exterior,170,13,170,376.210000,63955.700000,0.044302
2019-06-20,Interior,319,29,319,843.246666,268995.686454,0.000937
2019-06-20,Lighting,111,18,111,461.126666,51185.059926,0.049746
2019-06-20,Performance,10,56,10,560.355000,5603.550000,0.532348
2019-06-20,Suspension,141,58,141,337.505000,47588.205000,0.037636
2019-06-21,Exterior,278,26,278,883.108000,245504.024000,0.009251
2019-06-21,Interior,220,48,220,706.123333,155347.133260,0.006088
2019-06-21,Lighting,281,26,281,647.223333,181869.756573,0.007534
2019-06-21,Performance,82,28,82,1217.203333,99810.673306,0.049952
2019-06-21,Towing,218,14,218,227.450000,49584.100000,0.012992
2019-06-22,Exterior,197,49,197,733.975000,144593.075000,0.016146
2019-06-22,Interior,148,43,148,650.060000,96208.880000,0.018070
2019-06-22,Lighting,10,26,10,983.240000,9832.400000,0.209828
2019-06-22,Performance,200,48,200,390.528333,78105.666600,0.034021
2019-06-22,Suspension,188,1,188,533.350000,100269.800000,0.010235
2019-06-22,Towing,98,50,98,696.020000,68209.960000,0.040261
2019-06-23,Exterior,130,56,130,661.693333,86020.133290,0.036507
2019-06-23,Lighting,364,77,364,843.830000,307154.120000,0.006264
2019-06-23,Performance,145,26,145,1250.636666,181342.316570,0.023717
2019-06-24,Exterior,145,77,145,943.550000,136814.750000,0.018263
2019-06-24,Lighting,22,87,22,825.020000,18150.440000,0.063741
2019-06-24,Performance,136,48,136,857.590000,116632.240000,0.022738
2019-06-24,Towing,234,77,234,755.400000,176763.600000,0.006009
2019-06-25,Exterior,268,39,268,641.025000,171794.700000,0.027433
2019-06-25,Lighting,198,24,198,872.170000,172689.660000,0.002327
2019-06-25,Performance,310,65,310,782.060000,242438.600000,0.018525
2019-06-25,Suspension,291,41,291,1052.823333,306371.589903,0.011057
2019-06-25,Towing,4,2,4,1472.710000,5890.840000,0.334619
2019-06-26,Exterior,174,37,174,575.843333,100196.739942,0.029125
2019-06-26,Interior,230,79,230,747.330000,171885.900000,0.006943
2019-06-26,Lighting,147,88,147,434.330000,63846.510000,0.011793
2019-06-26,Suspension,236,55,236,469.427500,110784.890000,0.023173
2019-06-26,Towing,222,34,222,757.280000,168116.160000,0.005343
2019-06-27,Exterior,282,34,282,616.263333,173786.259906,0.010884
2019-06-27,Interior,234,64,234,531.415000,124351.110000,0.010012
2019-06-27,Lighting,249,65,249,647.410000,161205.090000,0.004140
2019-06-27,Performance,178,50,178,703.226000,125174.228000,0.021680
2019-06-27,Towing,160,33,160,987.840000,158054.400000,0.003302
2019-06-28,Exterior,150,62,150,635.786666,95367.999900,0.035181
2019-06-28,Interior,138,80,138,483.960000,66786.480000,0.004080
2019-06-28,Lighting,193,9,193,832.470000,160666.710000,0.010844
2019-06-28,Performance,210,6,210,584.790000,122805.900000,0.019671
2019-06-28,Suspension,286,48,286,646.220000,184818.920000,0.007906
2019-06-29,Exterior,138,72,138,722.180000,99660.840000,0.041320
2019-06-29,Interior,24,53,24,724.970000,17399.280000,0.117230
2019-06-29,Lighting,82,24,82,1118.430000,91711.260000,0.019394
2019-06-29,Performance,256,52,256,697.666666,178602.666496,0.024314
2019-06-29,Suspension,234,77,234,984.750000,230431.500000,0.005582
2019-06-29,Towing,302,76,302,1228.410000,370979.820000,0.006934
2019-06-30,Interior,202,36,202,717.348333,144904.363266,0.011427
2019-06-30,Lighting,63,19,63,190.710000,12014.730000,0.116887
2019-06-30,Suspension,115,50,115,1088.163333,125138.783295,NULL
2019-06-30,Towing,298,21,298,509.796666,151919.406468,0.020600
2019-07-01,Exterior,150,38,150,510.553333,76582.999950,0.019448
2019-07-01,Interior,297,75,297,944.480000,280510.560000,0.001456
2019-07-01,Lighting,208,60,208,109.650000,22807.200000,0.101320
2019-07-01,Performance,215,53,215,550.290000,118312.350000,0.023234
2019-07-01,Towing,224,64,224,883.496000,197903.104000,0.003428
2019-07-02,Exterior,218,46,218,763.283333,166395.766594,0.008390
2019-07-02,Interior,173,11,173,884.395000,153000.335000,0.005512
2019-07-02,Lighting,247,51,247,521.556666,128824.496502,0.026831
2019-07-02,Performance,62,28,62,311.550000,19316.100000,0.151936
2019-07-02,Suspension,356,4,356,1344.900000,478784.400000,0.003876
2019-07-02,Towing,53,36,53,526.260000,27891.780000,0.051119
2019-07-03,Exterior,246,52,246,568.150000,139764.900000,0.012802
2019-07-03,Interior,102,33,102,779.520000,79511.040000,0.027693
2019-07-03,Lighting,352,16,352,1037.030000,365034.560000,0.003848
2019-07-03,Performance,241,38,241,268.705000,64757.905000,0.056559
2019-07-03,Suspension,264,50,264,571.733333,150937.599912,0.002555
2019-07-04,Exterior,148,55,148,813.102857,120339.222836,0.014441
2019-07-04,Lighting,324,53,324,688.555000,223091.820000,0.008546
2019-07-04,Performance,231,43,231,721.283750,166616.546250,0.016179
2019-07-04,Suspension,339,23,339,447.730000,151780.470000,0.005676
2019-07-04,Towing,289,41,289,869.050000,251155.450000,0.007852
2019-07-05,Exterior,153,45,153,1069.823333,163682.969949,0.014106
2019-07-05,Interior,75,62,75,725.340000,54400.500000,0.007861
2019-07-05,Lighting,244,67,244,803.366666,196021.466504,0.003045
2019-07-05,Performance,193,44,193,747.067142,144183.958406,0.015530
2019-07-05,Suspension,230,37,230,619.063333,142384.566590,0.013901
2019-07-05,Towing,145,58,145,1078.835000,156431.075000,0.004979
2019-07-06,Exterior,238,61,238,779.330000,185480.540000,0.016905
2019-07-06,Interior,222,14,222,97.780000,21707.160000,0.026461
2019-07-06,Lighting,300,42,300,823.730000,247119.000000,0.005092
2019-07-06,Towing,156,30,156,770.390000,120180.840000,0.001345
2019-07-07,Exterior,322,64,322,883.600000,284519.200000,0.008082
2019-07-07,Interior,287,85,287,206.470000,59256.890000,0.020159
2019-07-07,Lighting,215,53,215,748.762500,160983.937500,0.002666
2019-07-07,Performance,138,23,138,909.770000,125548.260000,0.021588
2019-07-07,Suspension,68,6,68,125.690000,8546.920000,0.285478
2019-07-07,Towing,222,44,222,696.463333,154614.859926,0.008667
2019-07-08,Exterior,295,61,295,1039.813333,306744.933235,0.005810
2019-07-08,Interior,163,67,163,987.740000,161001.620000,0.003932
2019-07-08,Performance,291,57,291,834.386666,242806.519806,0.020070
2019-07-08,Suspension,269,6,269,889.290000,239219.010000,0.001214
2019-07-08,Towing,206,63,206,520.575000,107238.450000,0.010232
2019-07-09,Exterior,240,46,240,815.336000,195680.640000,0.005357
2019-07-09,Interior,178,80,178,533.330000,94932.740000,0.008174
2019-07-09,Lighting,164,45,164,949.747500,155758.590000,0.004420
2019-07-09,Performance,127,60,127,843.317500,107101.322500,0.013436
2019-07-09,Towing,72,38,72,506.655000,36479.160000,0.043419
2019-07-10,Exterior,64,61,64,431.820000,27636.480000,0.114907
2019-07-10,Interior,243,85,243,567.450000,137890.350000,0.006128
2019-07-10,Lighting,242,46,242,676.110000,163618.620000,0.010835
2019-07-10,Performance,180,52,180,709.368000,127686.240000,0.031576
2019-07-10,Suspension,2,36,2,367.160000,734.320000,1.620846
2019-07-10,Towing,136,53,136,371.685000,50549.160000,0.014998
2019-07-11,Exterior,214,37,214,484.285000,103636.990000,0.032893
2019-07-11,Interior,162,62,162,366.586666,59387.039892,0.016599
2019-07-11,Lighting,8,60,8,341.880000,2735.040000,0.605497
2019-07-11,Performance,275,42,275,696.366666,191500.833150,0.019914
2019-07-11,Suspension,97,55,97,398.980000,38701.060000,0.023992
2019-07-11,Towing,246,50,246,337.980000,83143.080000,0.026208
2019-07-12,Exterior,325,70,325,856.070000,278222.750000,0.014202
2019-07-12,Interior,159,62,159,666.420000,105960.780000,0.006538
2019-07-12,Lighting,81,14,81,1046.170000,84739.770000,0.027687
2019-07-12,Performance,267,45,267,414.923333,110784.529911,0.051074
2019-07-12,Suspension,394,30,394,351.150000,138353.100000,0.004959
2019-07-12,Towing,295,27,295,347.940000,102642.300000,0.015927
2019-07-13,Exterior,250,47,250,514.643333,128660.833250,0.021570
2019-07-13,Performance,3,24,3,89.690000,269.070000,22.293789
2019-07-13,Suspension,275,67,275,474.886666,130593.833150,0.012828
2019-07-13,Towing,270,33,270,316.396666,85427.099820,0.010247
2019-07-14,Interior,121,61,121,568.676666,68809.876586,0.024385
2019-07-14,Lighting,268,70,268,330.090000,88464.120000,0.025659
2019-07-14,Performance,29,69,29,128.800000,3735.200000,0.515110
2019-07-14,Suspension,272,33,272,579.840000,157716.480000,0.006753
2019-07-14,Towing,190,60,190,751.700000,142823.000000,0.004180
2019-07-15,Exterior,258,37,258,1076.066666,277625.199828,0.003095
2019-07-15,Interior,153,36,153,388.466666,59435.399898,0.016620
2019-07-15,Lighting,148,43,148,1180.480000,174711.040000,0.010918
2019-07-15,Performance,98,57,98,700.500000,68649.000000,0.036916
2019-07-15,Suspension,159,49,159,1209.765000,192352.635000,0.001706
2019-07-15,Towing,154,88,154,652.200000,100438.800000,0.014804
2019-07-16,Exterior,173,33,173,1155.000000,199815.000000,0.004017
2019-07-16,Interior,180,48,180,1336.165000,240509.700000,0.015888
2019-07-16,Lighting,358,12,358,809.630000,289847.540000,0.005732
2019-07-16,Suspension,202,70,202,950.125000,191925.250000,0.010023
2019-07-16,Towing,55,86,55,116.750000,6421.250000,0.096576
2019-07-17,Exterior,126,57,126,628.160000,79148.160000,0.062284
2019-07-17,Interior,73,17,73,893.045000,65192.285000,0.017009
2019-07-17,Lighting,158,29,158,1485.810000,234757.980000,0.001296
2019-07-17,Performance,257,48,257,1060.250000,272484.250000,0.010384
2019-07-17,Suspension,214,40,214,150.960000,32305.440000,0.061989
2019-07-17,Towing,342,37,342,410.920000,140534.640000,0.005072
2019-07-18,Exterior,99,53,99,600.180000,59417.820000,0.031100
2019-07-18,Lighting,189,52,189,761.755000,143971.695000,0.010291
2019-07-18,Performance,364,19,364,513.115000,186773.860000,0.016932
2019-07-18,Suspension,92,32,92,836.085000,76919.820000,0.009155
2019-07-18,Towing,251,54,251,850.030000,213357.530000,0.003587
2019-07-19,Exterior,187,39,187,483.896666,90488.676542,0.044385
2019-07-19,Interior,206,64,206,542.666666,111789.333196,0.019353
2019-07-19,Lighting,5,76,5,1472.410000,7362.050000,0.347809
2019-07-19,Performance,252,47,252,814.341666,205214.099832,0.014147
2019-07-19,Towing,311,48,311,625.333333,194478.666563,0.018244
2019-07-20,Exterior,165,65,165,736.856000,121581.240000,0.032615
2019-07-20,Interior,155,66,155,368.870000,57174.850000,0.024380
2019-07-20,Lighting,128,51,128,666.770000,85346.560000,0.031882
2019-07-20,Performance,389,83,389,949.590000,369390.510000,0.006393
2019-07-20,Suspension,211,18,211,615.952500,129965.977500,0.015070
2019-07-20,Towing,234,37,234,398.315000,93205.710000,0.006058
2019-07-21,Exterior,225,49,225,680.855000,153192.375000,0.019284
2019-07-21,Interior,229,45,229,677.420000,155129.180000,0.015530
2019-07-21,Lighting,170,38,170,580.685000,98716.450000,0.009802
2019-07-21,Performance,186,56,186,623.737500,116015.175000,0.027901
2019-07-21,Suspension,156,53,156,1450.500000,226278.000000,0.004274
2019-07-21,Towing,141,6,141,1228.410000,173205.810000,0.006270
2019-07-22,Exterior,93,62,93,433.750000,40338.750000,0.098922
2019-07-22,Lighting,85,66,85,484.560000,41187.600000,0.052197
2019-07-22,Performance,185,53,185,873.916000,161674.460000,0.016411
2019-07-22,Suspension,34,86,34,1401.030000,47635.020000,0.040442
2019-07-22,Towing,344,76,344,653.460000,224790.240000,-0.000444
2019-07-23,Exterior,92,27,92,864.940000,79574.480000,0.034987
2019-07-23,Interior,297,63,297,635.320000,188690.040000,0.006973
2019-07-23,Lighting,12,67,12,408.100000,4897.200000,0.029518
2019-07-23,Performance,338,32,338,796.315000,269154.470000,0.024288
2019-07-23,Towing,48,78,48,777.880000,37338.240000,0.066705
2019-07-24,Exterior,203,37,203,859.696666,174518.423198,0.017147
2019-07-24,Interior,329,62,329,1017.680000,334816.720000,0.001964
2019-07-24,Lighting,146,27,146,373.870000,54585.020000,0.006696
2019-07-24,Performance,160,21,160,696.560000,111449.600000,0.015790
2019-07-24,Suspension,97,39,97,468.366666,45431.566602,0.076344
2019-07-24,Towing,51,12,51,86.900000,4431.900000,0.142232
2019-07-25,Exterior,214,33,214,876.982000,187674.148000,0.023801
2019-07-25,Interior,214,72,214,927.625000,198511.750000,0.002745
2019-07-25,Lighting,260,70,260,1157.290000,300895.400000,0.004394
2019-07-25,Performance,107,47,107,843.262500,90229.087500,0.044031
2019-07-25,Towing,35,77,35,361.920000,12667.200000,0.080785
2019-07-26,Exterior,232,43,232,682.200000,158270.400000,0.013099
2019-07-26,Interior,206,32,206,591.815000,121913.890000,0.003617
2019-07-26,Performance,57,46,57,850.155000,48458.835000,0.070222
2019-07-26,Suspension,122,28,122,552.985000,67464.170000,0.042131
2019-07-26,Towing,31,87,31,652.200000,20218.200000,0.076869
2019-07-27,Interior,314,42,314,435.943333,136886.206562,0.006042
2019-07-27,Lighting,205,35,205,800.770000,164157.850000,0.011076
2019-07-27,Performance,299,49,299,577.605000,172703.895000,0.017239
2019-07-27,Towing,265,35,265,135.680000,35955.200000,0.047494
2019-07-28,Exterior,195,55,195,530.744000,103495.080000,0.019589
2019-07-28,Interior,121,58,121,753.013333,91114.613293,0.012363
2019-07-28,Performance,189,45,189,279.440000,52814.160000,0.059063
2019-07-28,Suspension,120,46,120,208.653333,25038.399960,0.108957
2019-07-28,Towing,5,20,5,490.600000,2453.000000,0.573363
2019-07-29,Exterior,279,62,279,704.352000,196514.208000,0.014028
2019-07-29,Interior,277,50,277,856.630000,237286.510000,0.006546
2019-07-29,Lighting,254,66,254,272.286666,69160.813164,0.005284
2019-07-29,Performance,313,61,313,1153.560000,361064.280000,0.008349
2019-07-29,Suspension,57,26,57,964.850000,54996.450000,0.014132
2019-07-29,Towing,233,60,233,746.300000,173887.900000,-0.000793
2019-07-30,Exterior,292,48,292,877.934000,256356.728000,0.012085
2019-07-30,Interior,112,51,112,342.145000,38320.240000,0.043658
2019-07-30,Lighting,239,13,239,920.033333,219887.966587,0.007983
2019-07-30,Performance,201,26,201,738.872000,148513.272000,0.008552
2019-07-30,Suspension,177,39,177,1034.490000,183104.730000,0.009599
2019-07-30,Towing,376,54,376,1462.150000,549768.400000,0.002201
2019-07-31,Exterior,152,42,152,676.045000,102758.840000,0.026032
2019-07-31,Lighting,162,32,162,635.656666,102976.379892,0.028822
2019-07-31,Performance,275,57,275,628.493333,172835.666575,0.011939
2019-07-31,Towing,285,41,285,874.450000,249218.250000,0.009715
2019-08-01,Exterior,55,53,55,501.637500,27590.062500,0.129150
2019-08-01,Interior,259,14,259,605.480000,156819.320000,0.006075
2019-08-01,Lighting,146,31,146,412.240000,60187.040000,0.043847
2019-08-01,Suspension,326,29,326,472.540000,154048.040000,0.016569
2019-08-01,Towing,329,42,329,1162.010000,382301.290000,0.003292
2019-08-02,Exterior,387,62,387,1105.610000,427871.070000,0.009249
2019-08-02,Interior,254,67,254,313.525000,79635.350000,0.002976
2019-08-02,Performance,265,43,265,917.785000,243213.025000,0.012164
2019-08-02,Suspension,208,75,208,551.260000,114662.080000,0.013785
2019-08-02,Towing,265,30,265,414.420000,109821.300000,0.011400
2019-08-03,Exterior,156,53,156,581.922500,90779.910000,0.028045
2019-08-03,Lighting,199,65,199,231.880000,46144.120000,0.063126
2019-08-03,Performance,227,32,227,753.344000,171009.088000,0.019020
2019-08-03,Suspension,137,11,137,493.200000,67568.400000,0.018868
2019-08-03,Towing,215,40,215,1135.935000,244226.025000,0.011294
2019-08-04,Exterior,316,36,316,839.490000,265278.840000,0.001491
2019-08-04,Interior,105,39,105,827.330000,86869.650000,0.022032
2019-08-04,Lighting,345,11,345,547.350000,188835.750000,0.003067
2019-08-04,Performance,316,27,316,943.195000,298049.620000,0.011538
2019-08-04,Suspension,225,26,225,772.315000,173770.875000,0.007364
2019-08-04,Towing,312,39,312,571.720000,178376.640000,0.004252
2019-08-05,Exterior,181,54,181,845.243333,152989.043273,0.017034
2019-08-05,Interior,11,53,11,170.640000,1877.040000,0.469910
2019-08-05,Lighting,28,83,28,149.410000,4183.480000,0.064494
2019-08-05,Performance,186,41,186,624.560000,116168.160000,0.006212
2019-08-05,Suspension,118,25,118,407.850000,48126.300000,0.010650
