ShipmentFactID,DateID,CustomerID,ProductID,WarehouseID,CarrierID,LocationID,ShippingCost,DeliveryTimeDays
2657,2881,5756,1854,788,819,805,32.60,25
2658,2282,274,1467,789,820,808,28.99,27
2659,856,5272,2663,790,817,847,59.22,28
2660,910,6169,424,793,815,614,28.30,29
2661,2970,2244,2891,792,815,800,45.99,21
2662,1893,2468,1272,788,822,651,63.28,19
2663,1373,1479,858,788,816,760,55.17,8
2664,1623,6347,418,788,816,848,47.35,28
2665,3146,6768,710,789,815,822,32.37,23
2666,2850,4922,2108,791,817,666,28.21,3
2667,827,2740,2445,792,815,864,32.89,11
2668,3199,954,2403,790,818,622,51.64,8
2669,958,2661,422,787,820,582,63.19,2
2670,1853,4067,646,790,819,837,55.17,18
2671,1749,2849,940,788,819,672,10.39,25
2672,1866,1042,1671,789,823,796,13.18,16
2673,3099,7398,425,787,820,651,57.73,10
2674,994,1693,1516,788,821,739,47.97,4
2675,2456,2900,2513,791,816,701,60.55,25
2676,876,7425,527,791,815,651,13.63,23
2677,1849,2730,2255,793,817,671,13.90,26
2678,1506,6623,1054,791,821,820,22.66,4
2679,1070,5771,2187,789,820,779,50.84,24
2680,3080,2750,1440,791,821,788,34.88,1
2681,998,2341,904,791,817,782,41.49,26
2682,1309,7112,2600,789,815,703,36.07,13
2683,1543,6221,886,789,817,824,19.82,18
2684,2265,931,1874,787,817,788,48.52,20
2685,1751,1996,700,791,817,637,34.24,17
2686,1662,7218,2876,788,823,766,55.07,11
2687,2475,721,2204,788,817,826,45.66,14
2688,1138,4021,870,789,822,835,15.22,4
2689,3229,6407,2349,793,816,815,11.74,6
2690,1488,2930,671,787,819,764,16.03,17
2691,1741,4367,1885,791,820,881,16.45,22
2692,1283,1231,2503,793,819,863,52.80,2
2693,2347,2145,1859,792,818,730,42.07,1
2694,1023,3463,492,793,817,762,39.52,9
2695,3010,3502,710,789,818,646,38.78,19
2696,2291,4198,423,787,820,657,30.11,29
2697,1155,3642,2539,793,823,602,54.17,10
2698,2016,469,2823,788,823,808,51.84,18
2699,1410,5442,1553,787,820,763,22.51,29
2700,2095,4423,852,792,815,606,27.06,11
2701,2738,6474,760,791,816,669,42.71,11
2702,1292,1329,1241,790,818,729,61.69,7
2703,2207,2028,2425,792,815,829,24.04,1
2704,1501,1580,1946,790,821,612,25.32,24
2705,1298,6923,2245,788,821,722,48.33,29
2706,1230,514,1853,793,823,623,57.34,6
2707,1906,7316,1264,791,820,835,17.50,18
2708,913,654,2425,789,821,708,27.27,4
2709,2054,5258,755,789,823,652,21.54,26
2710,2721,1534,2706,789,815,682,29.21,5
2711,2740,2488,417,791,816,839,57.16,14
2712,1617,749,447,790,822,734,25.19,26
2713,2443,6373,801,793,815,779,18.50,25
2714,1935,4681,1892,790,820,674,28.39,4
2715,1726,4469,2143,789,820,704,15.66,27
2716,2042,3752,1339,789,819,748,17.56,22
2717,1341,3453,2137,792,817,616,17.98,18
2718,1288,2885,558,791,819,853,54.44,15
2719,2337,3400,1777,790,822,696,49.55,2
2720,1860,7630,454,789,822,830,10.37,16
2721,3231,1194,1537,791,819,775,10.27,2
2722,1106,2169,1137,790,819,670,37.82,14
2723,3047,3711,2218,787,821,775,44.90,27
2724,2261,4041,2804,792,823,852,17.24,4
2725,3048,1544,1338,790,821,848,58.89,6
2726,3085,7637,2461,789,815,581,42.43,25
2727,1484,499,1299,791,815,786,59.01,7
2728,1542,5744,567,793,823,888,41.11,10
2729,2335,4647,2703,790,820,778,58.14,17
2730,985,5829,2659,791,819,769,14.37,17
2731,2843,3603,2784,793,816,654,59.91,29
2732,2269,5501,457,790,818,821,57.81,23
2733,1912,1801,1405,791,823,860,51.22,5
2734,2514,355,2657,789,815,814,31.96,26
2735,1454,6033,1224,792,815,690,28.23,21
2736,895,7274,1111,790,821,745,61.68,4
2737,2991,1243,1161,788,822,881,58.63,8
2738,2162,7190,1872,792,822,776,53.26,5
2739,1948,1053,2158,793,815,735,40.53,22
2740,1466,4790,2354,791,819,657,21.72,25
2741,3172,3876,2929,791,822,707,18.86,15
2742,3069,4237,1969,792,818,605,29.96,14
2743,1316,3436,2560,793,816,634,37.85,2
2744,2502,2951,1153,793,819,808,61.26,28
2745,1975,3071,2072,790,815,623,49.72,17
2746,1865,3571,1045,787,818,775,43.83,22
2747,3032,2346,1830,790,819,647,42.50,13
2748,1156,4929,823,788,816,781,42.31,29
2749,1103,1382,2709,793,819,750,11.48,1
2750,1472,4587,1220,788,818,797,62.72,7
2751,1945,161,961,787,821,849,12.07,3
2752,1675,2023,1739,791,820,670,27.19,24
2753,1129,5124,693,792,818,671,36.10,21
2754,2543,5221,1223,793,819,727,38.38,16
2755,1692,3034,2522,790,815,604,30.78,1
2756,3189,1651,1189,793,816,864,53.24,3
2757,2890,3846,453,793,818,601,52.74,1
2758,2390,204,1030,788,817,817,43.35,28
2759,981,5750,1515,791,823,641,53.87,24
2760,2599,678,2264,788,815,682,46.93,22
2761,2817,3788,527,793,822,857,38.88,1
2762,899,7302,986,791,817,730,51.88,22
2763,2658,5660,1506,789,819,762,45.00,5
2764,3207,2285,697,793,818,805,25.06,5
2765,1663,2276,2083,793,815,590,50.25,27
2766,2860,7614,2919,791,818,760,49.76,21
2767,1697,6004,1062,788,821,748,18.47,15
2768,2340,7418,1318,789,817,621,46.95,12
2769,3182,1980,1225,789,820,853,11.12,26
2770,859,6970,2026,789,816,818,40.60,15
2771,868,1722,1883,792,820,610,26.02,25
2772,1027,1910,2278,787,815,641,62.85,21
2773,1548,2561,1348,793,818,769,56.60,18
2774,2958,7589,1180,790,817,669,48.34,13
2775,1650,5430,1734,792,818,795,62.53,15
2776,1265,5507,2728,792,818,765,38.20,8
2777,1360,4353,2154,787,818,841,32.32,9
2778,2759,2640,703,787,822,817,57.61,9
2779,2958,4675,2012,793,817,597,34.32,3
2780,1236,5212,2468,790,822,705,38.27,29
2781,3017,372,570,787,820,758,15.48,20
2782,2444,5211,1263,788,822,583,47.98,11
2783,1987,1891,855,793,818,618,42.57,15
2784,2437,1354,1804,788,816,764,55.34,5
2785,3055,4188,674,792,815,887,10.41,17
2786,1000,2100,1053,792,822,780,36.16,28
2787,2555,821,1700,793,816,638,25.55,20
2788,3082,3638,668,790,817,578,13.96,11
2789,1063,2757,2400,793,819,722,46.44,19
2790,1503,6374,399,788,816,764,52.64,11
2791,3112,1635,2740,793,821,622,31.30,23
2792,2258,6686,571,791,822,686,10.38,25
2793,1685,7648,642,790,823,641,39.67,21
2794,1817,7440,1067,788,817,887,11.49,20
2795,1340,6637,2100,789,818,589,32.26,2
2796,3089,5518,1447,787,823,658,54.69,15
2797,1126,5757,2460,791,821,705,46.21,15
2798,1926,6569,551,787,815,785,34.64,2
2799,1194,427,600,790,821,794,33.08,20
2800,1814,1943,1119,789,820,657,57.51,14
2801,2703,3888,491,792,816,879,24.27,28
2802,2471,3599,1371,791,821,635,27.53,18
2803,2355,1164,1478,790,819,771,62.50,18
2804,1242,7231,2588,791,823,760,43.96,24
2805,1130,1615,975,793,822,865,55.75,28
2806,2211,4955,1360,790,816,630,39.23,6
2807,2969,4182,2290,791,820,578,39.06,25
2808,2483,5260,1236,789,823,585,35.15,6
2809,1758,7579,663,790,815,865,43.44,22
2810,2763,5398,2571,790,816,681,16.17,23
2811,2435,2612,1629,788,820,886,11.04,4
2812,2514,299,2293,791,821,628,42.44,15
2813,2134,2033,968,792,815,851,13.98,19
2814,2261,6514,2650,792,815,728,61.41,24
2815,2794,5548,2332,789,818,804,54.87,22
2816,1097,6104,1160,792,821,654,23.02,22
2817,930,2681,1604,789,816,609,58.03,25
2818,2698,5513,2191,791,822,775,16.60,7
2819,1670,1878,1414,792,815,725,12.92,27
2820,1169,1964,2173,792,821,737,61.76,25
2821,2241,3925,537,787,815,736,29.40,14
2822,1517,6691,1241,790,816,743,33.00,27
2823,2597,7255,2455,788,819,872,60.93,14
2824,1204,6390,2886,790,823,595,9.65,8
2825,1460,346,857,788,818,873,53.80,10
2826,2378,861,1018,788,823,586,17.10,14
2827,2642,2842,1114,788,820,801,11.66,20
2828,1937,6387,454,791,816,658,20.47,8
2829,2881,515,2414,792,818,792,15.02,20
2830,1598,2700,2097,790,815,673,41.05,7
2831,2840,7403,965,789,822,712,25.30,23
2832,2726,6010,2499,788,821,610,57.05,4
2833,1302,1441,2001,790,823,701,11.15,25
2834,3135,3105,2305,789,823,667,35.82,17
2835,1947,2441,2889,793,819,835,60.12,18
2836,3075,276,957,789,815,609,42.69,13
2837,3135,1308,1894,790,817,676,24.09,26
2838,1650,5101,1841,787,817,688,11.37,10
2839,1687,3251,2487,790,817,651,14.81,12
2840,1634,3549,1884,793,820,659,49.02,25
2841,2285,6931,1527,793,815,731,59.37,12
2842,3239,3599,711,788,822,722,60.40,26
2843,1316,7420,2547,789,823,805,62.48,2
2844,1921,765,1928,792,816,748,20.47,16
2845,2251,3123,911,789,822,608,44.74,15
2846,2999,7419,2835,788,821,886,60.94,9
2847,1416,7192,2855,793,817,717,47.05,26
2848,1929,1541,1781,787,817,728,20.27,1
2849,3144,6153,1899,792,823,673,54.63,29
2850,3015,4861,2883,792,816,611,23.74,17
2851,2876,1098,1503,792,817,767,56.52,24
2852,1087,2675,1868,791,817,622,22.99,23
2853,859,7580,1445,788,818,672,29.30,8
2854,1416,4056,1059,789,817,769,30.46,1
2855,2560,3575,2822,787,823,755,37.21,16
2856,2283,886,1814,791,818,685,44.57,14
2857,1801,5211,925,793,817,717,37.11,13
2858,2098,2323,2668,791,817,714,30.38,27
2859,3237,4457,2479,789,818,636,37.62,9
2860,1885,4917,1946,789,822,697,50.17,24
2861,1312,1675,1312,789,819,781,62.36,15
2862,1542,2687,1232,793,818,622,27.19,17
2863,1753,829,1192,787,816,830,30.98,20
2864,1197,4064,2362,793,822,676,13.14,11
2865,2401,1477,2746,791,816,740,33.07,16
2866,1226,6705,525,790,823,858,12.11,23
2867,2506,5818,2118,787,818,881,17.78,6
2868,1904,345,746,792,823,802,41.07,2
2869,2887,6711,2875,788,816,685,43.93,1
2870,1261,955,1568,791,821,857,30.88,3
2871,1064,5649,1740,790,822,692,35.85,9
2872,2345,3608,2308,793,815,817,36.20,7
2873,1228,1743,1330,793,817,577,21.09,5
2874,2997,4973,928,793,820,720,44.26,17
2875,2008,580,2472,793,821,607,28.00,3
2876,2344,2125,957,791,817,801,25.16,6
2877,1248,7519,1800,792,821,705,49.41,15
2878,2242,1356,1957,790,815,851,63.99,12
2879,2608,7409,1287,793,818,609,45.92,21
2880,2841,465,2167,788,816,637,31.01,14
2881,1876,3122,2332,790,815,830,45.03,1
2882,1223,6058,2360,788,820,717,40.68,29
2883,2533,6120,1319,787,819,675,50.75,21
2884,2068,2880,1619,791,822,608,24.57,11
2885,3228,2639,2896,788,823,636,40.47,29
2886,980,4092,886,793,821,671,24.48,8
2887,2871,7595,1811,793,816,800,32.45,28
2888,1247,1663,1384,790,820,794,46.95,3
2889,1460,3306,1696,791,819,701,21.00,18
2890,1722,6796,2716,789,819,813,26.97,26
2891,1711,3479,1280,793,818,702,34.62,15
2892,992,3057,2536,790,821,687,14.18,28
2893,1413,3780,1901,791,817,809,17.42,25
2894,2817,2990,772,787,821,886,43.46,19
2895,3018,5296,2558,789,823,775,20.51,6
2896,1394,6225,428,788,818,850,9.21,17
2897,2044,4532,788,788,816,846,57.62,25
2898,3070,1236,708,788,818,730,10.89,20
2899,2256,7242,1160,788,818,585,38.96,26
2900,2064,6855,2434,787,816,609,56.00,24
2901,2876,1972,649,790,823,845,25.08,5
2902,2200,4003,811,787,817,619,53.28,10
2903,2315,3954,2427,793,819,713,50.77,25
2904,2951,7157,961,790,819,728,19.92,16
2905,1170,4863,2228,792,821,583,52.88,28
2906,2759,7592,2833,787,816,812,54.26,27
2907,1917,7269,1315,793,821,886,23.39,18
2908,1782,7019,1529,793,823,769,60.52,7
2909,2226,6759,1147,792,815,792,32.60,7
2910,1630,2799,503,788,816,749,62.29,20
2911,3150,7118,1584,793,820,785,57.60,19
2912,923,2420,684,788,816,598,30.74,23
2913,1907,6919,642,788,816,704,60.21,13
2914,821,7185,2907,791,822,839,12.66,15
2915,2891,3116,1430,792,822,744,10.33,7
2916,1056,2925,1463,792,823,882,59.42,17
2917,911,4449,1782,790,823,828,62.12,20
2918,1196,2778,1050,793,820,742,59.70,1
2919,2262,4535,988,791,818,632,12.73,29
2920,1557,3438,558,790,816,691,31.82,5
2921,933,893,1131,792,817,871,29.83,19
2922,2141,6360,1870,788,817,630,63.24,11
2923,1155,2668,2678,790,821,856,28.11,23
2924,2006,7383,1040,793,821,673,17.19,7
2925,1926,1587,2406,793,815,698,20.47,10
2926,1583,2945,782,787,822,594,15.31,22
2927,1062,6363,891,788,818,639,51.03,22
2928,2599,1924,2038,787,823,789,17.48,29
2929,2738,2730,564,791,816,693,35.68,26
2930,3163,7539,2689,793,820,683,45.49,1
2931,1363,6994,1791,789,819,768,35.47,28
2932,1928,3606,2343,791,823,722,49.93,2
2933,1945,547,1568,787,820,686,60.24,18
2934,2392,5354,1978,788,823,612,19.67,26
2935,2535,5527,1607,789,821,742,16.25,8
2936,1245,5977,997,793,816,710,47.17,19
2937,2859,6856,1936,791,817,664,37.13,23
2938,1101,4686,1157,793,820,719,25.81,11
2939,1523,6151,874,791,820,879,11.88,21
2940,1883,4852,1950,790,823,577,35.73,18
2941,2124,3294,1690,792,820,711,10.21,8
2942,2582,5175,1102,787,822,849,21.10,23
2943,1481,4598,690,793,819,819,23.56,12
2944,853,2703,2863,787,821,666,27.19,9
2945,3141,5650,397,787,822,730,14.28,29
2946,918,545,2918,792,820,661,44.17,29
2947,1172,1271,2439,792,816,713,54.32,9
2948,1938,1464,2550,789,815,626,51.69,4
2949,1760,5351,1828,788,817,779,42.12,2
2950,2672,1081,700,789,816,791,48.28,6
2951,1983,2166,1943,791,815,849,24.19,20
2952,2735,5138,1690,790,821,731,16.51,11
2953,2131,2412,843,789,819,797,34.89,18
2954,2027,2608,919,787,822,853,29.23,8
2955,1429,1287,420,791,820,735,55.77,16
2956,1264,716,1567,792,816,605,52.19,25
2957,2518,2719,2028,788,817,874,57.45,12
2958,2333,4511,1248,792,822,611,20.33,20
2959,3134,7282,1704,790,819,738,17.59,1
2960,1718,3762,987,789,819,627,43.98,10
2961,2278,1780,1423,789,818,870,14.66,4
2962,2272,5661,2182,791,820,874,22.61,26
2963,3109,2283,754,793,822,732,57.97,10
2964,2247,2589,1963,787,822,853,61.77,9
2965,2521,6718,1208,792,823,650,57.53,21
2966,2104,5206,890,790,817,753,34.40,10
2967,2118,7423,670,788,822,751,51.92,17
2968,2731,2365,1055,787,823,761,52.30,3
2969,3221,6669,831,790,819,654,55.03,5
2970,2428,4735,459,792,821,614,56.63,28
2971,2185,3635,605,787,819,804,54.76,29
2972,2299,7609,2438,787,816,792,32.88,14
2973,2036,3051,1562,788,818,785,57.87,2
2974,2005,6856,2520,791,815,645,35.25,12
2975,1485,553,632,791,819,658,11.09,5
2976,903,1740,1257,791,816,584,38.86,27
2977,2182,3049,1857,789,815,835,59.93,17
2978,1568,2341,705,793,818,769,47.29,27
2979,2976,6006,1668,787,821,886,12.88,4
2980,1152,5999,842,790,816,758,55.61,5
2981,2537,1352,1095,788,815,835,42.07,15
2982,2472,2763,458,790,816,839,29.86,11
2983,1892,1952,1899,787,822,857,47.46,7
2984,2551,3471,1126,792,819,645,64.74,5
2985,1048,819,2417,791,822,744,57.53,27
2986,2433,1441,571,793,815,635,23.97,25
2987,1883,440,1742,791,815,720,10.14,3
2988,2492,6104,1984,793,816,586,14.88,21
2989,3229,3426,2908,790,822,635,18.02,2
2990,2182,3905,2112,787,820,857,48.16,6
2991,1437,1798,1906,793,818,759,41.72,22
2992,2286,5354,563,787,821,704,31.34,6
2993,1635,3493,1031,788,823,795,25.87,27
2994,3109,636,2678,793,821,704,39.27,15
2995,1816,844,2333,792,821,789,13.46,15
2996,2742,442,1396,787,819,783,24.75,13
2997,3077,7053,2833,791,822,658,53.02,3
2998,3154,403,1790,790,819,848,37.95,23
2999,2858,6741,871,788,822,645,24.70,28
3000,846,7312,2459,791,821,799,35.59,24
3001,2756,6570,1180,792,815,695,12.89,19
3002,2810,2885,2222,789,816,862,56.55,2
3003,2798,2564,1136,787,822,680,16.12,9
3004,2539,919,774,791,823,659,10.16,22
3005,879,5856,2576,793,818,822,10.12,13
3006,2372,4226,2238,791,821,861,18.26,18
3007,1723,4482,1821,792,823,620,54.36,2
3008,2976,4219,2696,790,822,817,51.07,28
3009,2181,740,759,788,818,616,10.88,17
3010,1145,6912,2457,787,821,657,28.05,28
3011,2951,4966,2924,792,820,659,46.41,5
3012,1281,6440,1630,789,817,812,19.87,6
3013,1048,599,896,788,822,719,50.80,14
3014,3025,3609,1519,787,816,761,25.42,22
3015,1888,5218,1775,792,817,852,39.21,20
3016,2589,7026,2230,791,816,719,64.12,6
3017,2087,3518,1350,792,817,768,12.54,27
3018,2407,927,395,787,818,778,13.77,2
3019,2334,3145,1158,793,822,664,14.94,6
3020,1875,2066,1135,792,815,838,48.16,13
3021,2072,5822,1045,792,817,794,60.70,9
3022,1520,2185,997,791,823,858,27.98,24
3023,3073,6043,2733,792,821,773,51.03,16
3024,2204,1100,2826,790,816,735,55.59,21
3025,3156,4381,2448,791,817,683,55.25,3
3026,1879,6729,2866,790,818,704,18.49,17
3027,2801,240,1725,790,817,778,26.45,15
3028,3134,3283,402,791,818,705,24.73,12
3029,1114,1202,2834,793,821,827,18.55,5
3030,1541,6476,1861,792,822,641,57.92,29
3031,1731,3412,1166,787,817,782,17.91,26
3032,1959,6148,1241,787,818,823,61.01,7
3033,2491,1846,2933,787,819,829,38.23,7
3034,2832,5814,1498,791,819,822,24.37,21
3035,1996,262,1552,793,819,780,19.02,21
3036,990,685,668,790,822,767,62.74,14
3037,3191,5993,2309,787,820,797,57.63,27
3038,2695,6016,1798,791,819,726,16.47,12
3039,1236,3823,912,787,823,876,57.12,1
3040,2469,5639,2615,787,823,624,18.41,21
3041,2317,7034,981,791,817,603,47.77,22
3042,2285,7084,1721,793,818,773,54.60,10
3043,1725,951,2787,793,819,678,62.72,4
3044,2237,4670,2393,787,819,630,54.15,19
3045,919,6341,2689,791,820,768,51.49,11
3046,1450,647,1863,789,819,873,31.84,4
3047,1073,2618,460,787,819,885,61.00,25
3048,1836,4772,2857,791,822,717,14.11,23
3049,1195,574,1279,788,816,692,63.39,27
3050,2949,1289,1942,792,818,588,34.64,10
3051,2890,5858,699,789,816,610,15.08,12
3052,2351,1033,1335,787,820,612,35.06,1
3053,2702,3011,1619,788,815,772,24.24,11
3054,3037,5334,597,790,817,630,51.80,24
3055,2735,5055,2022,788,817,579,15.46,29
3056,1161,722,2621,788,819,586,13.23,19
3057,3065,360,2837,793,823,742,50.80,11
3058,1515,2787,1265,791,816,850,56.94,22
3059,1756,2180,1495,791,817,729,63.17,10
3060,2781,5195,2399,791,818,689,54.35,23
3061,2495,6159,2075,790,816,857,56.26,11
3062,2723,5659,626,792,815,606,17.36,6
3063,2690,7187,975,787,822,784,18.68,17
3064,1018,2071,1834,789,822,622,38.74,14
3065,2524,2764,2517,789,823,590,43.26,23
3066,2864,5612,839,791,821,871,64.01,25
3067,3204,4184,2907,792,819,883,53.79,3
3068,2210,1793,1376,793,815,754,46.94,13
3069,2519,855,2477,788,822,840,46.42,21
3070,1807,2931,2432,793,817,781,59.97,8
3071,2189,4111,2607,792,821,595,32.81,20
3072,2340,6081,1173,789,820,771,47.75,7
3073,3087,1425,1105,790,819,601,31.37,26
3074,3165,7449,827,788,819,655,21.11,19
3075,2256,4170,1581,792,819,788,20.32,27
3076,2706,7146,1657,793,822,822,58.07,28
3077,1462,2530,637,789,820,627,45.09,3
3078,1266,4415,2857,790,821,576,45.07,17
3079,2001,7292,2322,789,819,577,61.78,22
3080,1843,703,2345,790,820,655,11.37,19
3081,2801,1856,871,793,817,646,18.02,24
3082,2085,4500,427,792,819,804,26.55,14
3083,2020,3854,2096,790,817,748,13.73,13
3084,946,3792,1765,790,818,848,44.68,16
3085,2083,2831,2201,790,818,656,58.86,2
3086,2124,5280,1736,787,817,628,42.00,3
3087,1126,4330,722,791,815,648,33.59,21
3088,2989,3079,2241,788,815,796,53.59,3
3089,2408,4020,1374,787,820,839,51.32,15
3090,984,3973,1684,790,823,857,57.12,17
3091,1676,3369,2409,793,822,589,40.73,26
3092,1709,3905,2014,793,823,858,10.33,26
3093,2212,1773,605,793,818,620,20.89,20
3094,1865,1337,1568,789,816,663,55.95,27
3095,1777,4264,2891,789,821,746,30.89,29
3096,1309,1638,1207,787,818,580,17.96,25
3097,2555,6585,1251,793,816,854,27.24,13
3098,2415,2135,2609,790,815,600,62.72,7
3099,1702,5277,813,789,823,780,9.46,4
3100,2460,7517,2149,793,819,617,20.90,3
3101,1642,5757,2879,791,817,578,31.42,25
3102,1942,6170,682,791,823,591,57.47,5
3103,819,6617,1038,789,822,762,34.64,8
3104,2991,6983,943,789,815,698,25.44,19
3105,3026,6914,2770,787,816,717,61.58,6
3106,2310,3091,748,791,816,750,60.14,15
3107,1044,6936,795,788,820,699,17.65,9
3108,2587,4833,1181,792,818,808,23.70,7
3109,2445,5465,2340,788,821,613,63.04,18
3110,2921,6900,1211,787,817,761,19.08,22
3111,2371,2501,2707,788,821,654,11.08,27
3112,2102,1396,2658,788,815,647,49.22,12
3113,3148,3834,1959,787,822,792,22.77,10
3114,1045,641,1783,791,815,644,26.52,12
3115,2291,2577,817,788,818,621,15.32,23
3116,1054,1667,1288,788,822,709,21.21,9
3117,2945,5935,493,791,819,809,33.13,15
3118,2045,5812,1615,790,822,821,12.55,16
3119,966,7484,536,791,815,856,30.58,8
3120,2074,4961,708,787,819,613,11.35,2
3121,819,3277,2543,793,818,814,33.12,3
3122,2705,5095,995,791,817,807,48.92,11
3123,2071,3845,2701,791,816,573,60.40,2
3124,1774,1339,1285,790,815,733,55.54,2
3125,2329,6533,2467,791,815,801,16.06,8
3126,1707,4911,2218,793,819,625,29.78,8
3127,1393,7386,1996,791,819,839,28.34,3
3128,1323,373,1900,788,815,786,55.73,13
3129,2562,2370,1436,789,820,752,42.39,16
3130,2585,1194,1659,789,822,596,62.33,25
3131,2941,928,1000,790,817,788,61.04,20
3132,2960,7507,2016,788,815,595,41.12,29
3133,2565,2229,827,788,816,804,10.44,8
3134,2446,1104,2748,787,822,637,55.46,8
3135,1433,325,1438,792,823,824,19.39,23
3136,1223,5512,2391,788,818,713,30.40,24
3137,2157,1054,2194,791,823,810,32.12,18
3138,1516,7121,897,793,822,573,63.61,21
3139,1833,976,618,787,823,680,32.57,27
3140,2110,181,662,790,820,748,57.27,12
3141,3222,5704,2362,790,815,832,14.92,5
3142,2130,1231,573,789,816,659,39.48,15
3143,2952,6064,1165,789,823,860,35.61,12
3144,2878,393,1951,789,818,830,49.65,18
3145,2994,4498,782,793,823,754,10.03,25
3146,953,6037,2802,791,816,707,19.92,10
3147,3205,3299,2728,793,816,821,15.64,1
3148,3207,5399,1735,791,822,835,54.66,14
3149,1938,4783,416,792,818,818,55.26,5
3150,3221,7474,804,787,819,694,50.73,12
3151,2954,7156,604,792,823,724,63.96,22
3152,2685,5735,1761,789,818,573,34.78,25
3153,1667,7414,585,790,815,702,54.41,12
3154,2327,4288,1107,793,821,807,64.90,2
3155,1953,3535,2737,792,817,864,52.34,17
3156,2024,6244,398,789,820,718,51.19,20
3157,1959,7556,400,792,817,673,44.39,23
3158,2773,3107,932,792,816,806,13.94,26
3159,2509,3933,1920,793,816,702,28.53,28
3160,2403,6627,1380,792,823,789,63.71,29
3161,2250,5627,2706,787,823,828,62.11,26
3162,2370,7470,2167,793,818,788,57.63,9
3163,824,1578,1613,787,818,858,23.06,9
3164,1114,841,2041,789,820,648,16.78,16
3165,2487,5126,547,789,818,679,29.64,8
3166,1165,5442,843,789,816,646,48.82,11
3167,3026,3000,2474,787,821,768,24.66,19
3168,2177,4064,2575,792,816,604,58.87,12
3169,3213,2025,1410,788,821,664,57.43,24
3170,2512,1855,1037,793,822,711,15.72,29
3171,1904,2282,2629,788,815,876,32.94,6
3172,814,6008,625,790,821,634,24.67,26
3173,1742,4809,436,793,817,888,10.04,29
3174,1296,4624,1718,789,818,621,60.40,2
3175,2095,1122,936,793,819,594,44.42,4
3176,1193,5255,905,789,823,631,35.32,29
3177,1695,953,1118,792,815,782,18.81,24
3178,1942,4874,1579,789,819,873,37.39,3
3179,2261,2854,1038,792,815,724,55.15,16
3180,2611,3391,1847,788,822,581,62.44,11
3181,2813,1862,814,789,816,702,28.14,3
3182,2599,3397,2908,789,822,851,9.95,2
3183,2037,6181,1896,788,818,701,13.65,16
3184,2086,7468,629,793,820,576,38.89,6
3185,2078,380,1240,792,823,780,29.26,9
3186,1390,2326,774,793,820,581,45.79,10
3187,2299,6777,2235,790,817,578,45.13,6
3188,2551,2793,910,787,821,639,30.96,25
3189,1780,5678,1880,788,821,734,11.31,25
3190,3058,7428,1713,789,819,827,23.01,25
3191,1192,370,620,792,822,881,29.10,26
3192,2536,2256,2751,792,823,870,40.52,21
3193,1167,3114,1293,788,819,626,13.10,16
3194,1090,2021,1910,792,819,608,23.15,2
3195,2677,4638,1249,792,820,617,17.24,2
3196,1412,4626,2505,792,818,669,10.33,21
3197,2999,1093,712,792,816,719,29.74,16
3198,1628,2881,1847,790,819,782,20.95,12
3199,1199,4546,2028,787,817,873,37.71,18
3200,2188,2999,2591,787,815,745,30.31,22
3201,996,979,2666,793,822,753,14.81,13
3202,1996,6770,2152,789,822,884,13.12,23
3203,913,2634,1869,791,816,735,23.98,13
3204,1461,628,1930,792,817,755,61.74,1
3205,1984,295,819,789,816,590,61.09,3
3206,2081,6747,2551,791,816,605,17.23,23
3207,1687,6295,483,788,815,790,22.50,7
3208,1138,5269,1402,789,821,679,9.35,5
3209,2828,2717,1865,791,816,763,11.42,12
3210,1743,5339,1147,791,816,867,37.94,3
3211,2913,7012,1659,790,819,807,58.71,6
3212,1078,3222,460,792,819,723,57.36,11
3213,2721,5319,719,787,816,624,21.65,6
3214,1670,725,2179,787,818,792,24.39,21
3215,2824,4538,802,788,823,877,18.49,3
3216,1992,2772,1186,791,817,577,47.49,21
3217,2246,1284,1607,789,820,721,54.31,11
3218,1376,6736,813,792,816,775,58.37,17
3219,3194,5729,2729,787,818,869,55.33,29
3220,1420,4544,1454,791,823,782,40.85,20
3221,1991,4848,2225,792,820,655,41.94,10
3222,1523,3444,1638,787,821,637,27.34,19
3223,2360,6662,1073,788,822,696,49.70,20
3224,2279,2141,441,793,823,685,31.27,18
3225,1565,3149,1591,793,819,641,28.34,6
3226,2264,2661,2600,792,822,790,39.90,28
3227,902,6740,2577,791,818,614,22.32,14
3228,2119,6911,1852,788,818,647,38.88,25
3229,2677,1027,869,791,822,762,18.34,1
3230,1085,1265,2927,793,815,655,9.46,20
3231,2836,3951,1019,793,821,789,25.18,27
3232,2663,3716,2256,787,818,807,50.23,6
3233,2880,5993,2417,791,821,808,29.67,18
3234,1574,1453,2031,789,822,806,61.66,11
3235,1335,156,2773,787,823,671,52.41,5
3236,2384,6744,2192,793,822,726,46.65,29
3237,1943,1503,1329,793,816,676,22.36,21
3238,2576,1153,1319,793,823,801,29.51,14
3239,2820,915,1351,793,819,600,39.07,3
3240,1932,6076,416,793,816,791,47.23,16
3241,2584,1086,2027,788,817,823,17.87,12
3242,2310,6756,2089,790,823,671,11.26,18
3243,2003,2064,1580,789,816,836,56.20,24
3244,1226,7448,1015,788,818,669,54.66,11
3245,2877,6444,1955,793,819,656,9.12,14
3246,3241,5219,1196,788,822,850,44.82,2
3247,2597,3824,927,790,820,682,51.52,7
3248,2591,6730,2933,787,823,856,21.58,22
