FullDate,SubCategory,Brand,SalesChannel,Category,ReturnAmt,ReturnQty,ReturnRate_Value,ReasonName
2019-12-22,Tonneau Covers,CURT,MobileApp,Exterior,2384848.06,12971,1539.645746,"Warranty Claim "
2020-01-31,Floor Mats,Tyger Auto,MobileApp,Interior,9120947.78,12971,5888.455480,"Warranty Claim "
2022-06-29,Lift Kits,TruXedo,MobileApp,Suspension,12373685.45,25942,7988.415149,"Late Delivery "
2020-06-05,Cold Air Intakes,Putco,MobileApp,Performance,14363955.69,12971,9273.328807,"Late Delivery "
2024-03-25,Exhaust,CURT,Web,Performance,13299879.32,12911,8538.959193,"Better Price Found "
2019-06-21,Cold Air Intakes,MagnaFlow,Web,Performance,14654501.44,25822,9408.671760,"Damaged "
2021-07-12,Lift Kits,Westin,Web,Suspension,4358624.49,25822,2798.375663,"Damaged "
2022-11-08,Tonneau Covers,CURT,Web,Exterior,12614563.44,12911,8098.963564,"Changed Mind "
2025-02-22,LED Light Bars,BAK,Web,Lighting,3033697.67,25822,1947.728501,"Other "
2020-03-09,Floor Mats,CURT,Marketplace,Interior,6929945.64,6662,8842.213650,"Not as Described "
2021-03-05,Floor Mats,Tyger Auto,Web,Interior,6510759.08,12911,4180.117750,"Defective "
2022-12-14,Running Boards,Tyger Auto,Web,Exterior,8991349.51,25822,5772.739483,"Defective "
2023-02-06,Trailer Hitches,Husky Liners,Web,Towing,14173695.80,25822,9099.978456,"Changed Mind "
2022-03-15,Exhaust,Tyger Auto,InStore,Performance,1163446.84,12982,732.527995,"Other "
2024-06-26,Cold Air Intakes,MagnaFlow,MobileApp,Performance,11625647.88,25942,7505.483882,"Missing Parts "
2020-07-08,Tonneau Covers,CURT,Web,Exterior,1345197.09,12911,863.654881,"Not as Described "
2025-06-10,Cold Air Intakes,Westin,Web,Performance,4098596.95,25822,2631.429343,"Missing Parts "
2023-04-07,Trailer Hitches,MagnaFlow,InStore,Towing,6737008.90,25964,4241.778797,"Other "
2024-07-22,Lift Kits,TruXedo,InStore,Suspension,3442436.94,12982,2167.435810,"Wrong Item "
2019-04-06,LED Light Bars,CURT,MobileApp,Lighting,10211030.62,12971,6592.210349,"Damaged "
2021-11-05,NULL,TruXedo,MobileApp,Performance,2488356.64,25942,1606.470552,"Late Delivery "
2023-02-19,Trailer Hitches,MagnaFlow,MobileApp,Towing,7262333.19,25942,4688.538426,"Changed Mind "
2023-10-28,Floor Mats,BAK,InStore,Interior,3591600.12,25964,2261.352572,"Not as Described "
2021-09-13,Trailer Hitches,BAK,Marketplace,Towing,1253855.02,6662,1599.844434,"Not as Described "
2019-09-04,Tonneau Covers,CURT,MobileApp,Exterior,11368043.82,12971,7339.175339,"Missing Parts "
2022-04-03,Cold Air Intakes,CURT,MobileApp,Performance,14441262.85,25942,9323.238157,"Warranty Claim "
2019-11-30,Cold Air Intakes,MagnaFlow,InStore,Performance,8807248.44,12982,5545.252052,"Better Price Found "
2020-01-14,Tonneau Covers,Tyger Auto,InStore,Exterior,6360920.36,25964,4004.984214,"Better Price Found "
2021-01-25,LED Light Bars,Westin,MobileApp,Lighting,8645560.63,12971,5581.546680,"Missing Parts "
2024-10-27,NULL,CURT,MobileApp,Performance,4107526.57,12971,2651.802782,"Late Delivery "
2021-05-22,Exhaust,WeatherTech,Web,Performance,4117705.23,12911,2643.697426,"Other "
2021-10-28,Trailer Hitches,TruXedo,Web,Towing,3977879.10,12911,2553.924432,"Missing Parts "
2022-02-21,Exhaust,BAK,Web,Performance,13074711.48,12911,8394.393885,"Better Price Found "
2023-01-23,Exhaust,Flowmaster,Web,Performance,10035591.19,12911,6443.177427,"Ordered by Mistake "
2024-09-14,Tonneau Covers,Flowmaster,Web,Exterior,15178042.49,25822,9744.802544,"Damaged "
2019-05-06,Tonneau Covers,BAK,InStore,Exterior,12795189.02,12982,8056.156719,"Other "
2023-02-24,Floor Mats,BAK,MobileApp,Interior,9122504.30,25942,5889.460401,"Changed Mind "
2019-05-18,Lift Kits,Rough Country,InStore,Suspension,6319118.32,12982,3978.664588,"Damaged "
2024-12-24,Lift Kits,CURT,InStore,Suspension,6643019.22,25964,4182.600456,"Changed Mind "
2020-04-23,LED Light Bars,MagnaFlow,Marketplace,Lighting,5290560.68,6662,6750.451552,"Better Price Found "
2021-03-08,Cold Air Intakes,Rough Country,Marketplace,Performance,1028945.90,13324,1312.873183,"Defective "
2021-08-06,Running Boards,CURT,MobileApp,Exterior,10240734.21,12971,6611.386960,"Changed Mind "
2020-10-31,Cold Air Intakes,Flowmaster,Web,Performance,8226760.09,12911,5281.847601,"Defective "
2022-04-10,Tonneau Covers,CURT,Web,Exterior,3343949.00,25822,2146.920260,"Not as Described "
2023-06-09,Cold Air Intakes,Husky Liners,Web,Performance,15216388.16,25822,9769.421703,"Missing Parts "
2024-10-21,NULL,Husky Liners,Web,Interior,5119082.39,12911,3286.615002,"Late Delivery "
2019-02-03,Trailer Hitches,CURT,Web,Towing,2672835.22,12911,1716.042822,"Better Price Found "
2024-05-18,LED Light Bars,Rough Country,Web,Lighting,5384661.66,25822,3457.125709,"Defective "
2022-10-13,Tonneau Covers,BAK,InStore,Exterior,14750797.50,25964,9287.455601,"Changed Mind "
2019-05-04,Tonneau Covers,Putco,MobileApp,Exterior,11322256.19,25942,7309.614950,"Wrong Item "
2024-06-23,LED Light Bars,Westin,InStore,Lighting,13910862.10,12982,8758.611775,"Better Price Found "
2023-02-28,Lift Kits,Westin,MobileApp,Suspension,4166414.91,25942,2689.821034,"Not as Described "
2025-05-29,LED Light Bars,Putco,MobileApp,Lighting,4054345.47,12971,2617.469234,"Wrong Item "
2019-08-11,Lift Kits,Putco,Web,Suspension,5375107.52,25822,3450.991651,"Changed Mind "
2022-03-22,Running Boards,TruXedo,Web,Exterior,7445257.26,25822,4780.096736,"Warranty Claim "
2022-07-17,NULL,K&N,InStore,Towing,7536959.74,12982,4745.447320,"Wrong Item "
2020-11-19,Running Boards,WeatherTech,MobileApp,Exterior,15025736.11,25942,9700.572696,"Other "
2025-01-10,Running Boards,Husky Liners,MobileApp,Exterior,9976904.07,12971,6441.058798,"Missing Parts "
2019-12-19,Cold Air Intakes,WeatherTech,InStore,Performance,685968.88,25964,431.896238,"Missing Parts "
2021-12-03,Floor Mats,Rough Country,MobileApp,Interior,3439520.07,25942,2220.539393,"Defective "
2022-09-03,Exhaust,CURT,MobileApp,Performance,6866587.98,25942,4433.046244,"Better Price Found "
2019-01-16,Floor Mats,WeatherTech,Web,Interior,3333749.31,12911,2140.371700,"Not as Described "
2020-07-04,Running Boards,Flowmaster,Web,Exterior,6448011.62,12911,4139.831863,"Missing Parts "
2022-03-08,Running Boards,Tyger Auto,Web,Exterior,3407600.23,25822,2187.786481,"Damaged "
2023-01-20,Running Boards,K&N,Web,Exterior,8580134.16,12911,5508.725540,"Late Delivery "
2024-09-26,LED Light Bars,WeatherTech,Web,Lighting,10606128.28,25822,6809.481269,"Other "
2025-03-08,Running Boards,K&N,Web,Exterior,10064899.16,25822,6461.994206,"Damaged "
2025-07-18,Cold Air Intakes,Rough Country,Web,Performance,6825271.04,12911,4382.044920,"Defective "
2019-10-16,Floor Mats,Westin,InStore,Interior,2300280.58,25964,1448.306326,"Better Price Found "
2024-03-22,Trailer Hitches,CURT,InStore,Towing,3358313.58,12982,2114.469751,"Warranty Claim "
2024-11-18,Running Boards,Westin,InStore,Exterior,6479446.02,12982,4079.610838,"Ordered by Mistake "
2022-09-10,NULL,TruXedo,MobileApp,Performance,807963.59,25942,521.612823,"Missing Parts "
2025-06-05,Lift Kits,WeatherTech,MobileApp,Suspension,8537641.91,25942,5511.874681,"Late Delivery "
2021-03-22,Running Boards,TruXedo,MobileApp,Exterior,3387117.23,12971,2186.708254,"Better Price Found "
2024-03-07,Floor Mats,CURT,Web,Interior,11106558.64,12911,7130.774226,"Changed Mind "
2024-05-24,Trailer Hitches,TruXedo,Web,Towing,11104751.10,12911,7129.613725,"Ordered by Mistake "
2019-02-02,Lift Kits,Husky Liners,InStore,Suspension,1272365.82,12982,801.106075,"Better Price Found "
2024-11-16,Floor Mats,Rough Country,MobileApp,Interior,12847386.37,25942,8294.235299,"Late Delivery "
2025-06-11,Cold Air Intakes,Rough Country,MobileApp,Performance,2007781.09,25942,1296.212173,"Better Price Found "
2025-06-20,Trailer Hitches,CURT,MobileApp,Towing,7256625.95,25942,4684.853797,"Not as Described "
2025-01-01,Cold Air Intakes,WeatherTech,InStore,Performance,2578355.02,12982,1623.388710,"Changed Mind "
2025-01-19,Exhaust,CURT,InStore,Performance,1095161.52,25964,689.533901,"Not as Described "
2019-10-08,LED Light Bars,Flowmaster,MobileApp,Lighting,11476092.25,12971,7408.931118,"Warranty Claim "
2020-08-04,Running Boards,Westin,InStore,Exterior,13431047.38,25964,8456.508712,"Not as Described "
2019-01-16,Running Boards,BAK,MobileApp,Exterior,9794012.97,25942,6322.984782,"Late Delivery "
2019-07-04,Tonneau Covers,CURT,MobileApp,Exterior,13308635.13,25942,8592.016426,"Other "
2021-10-15,Floor Mats,Putco,MobileApp,Interior,9150002.82,25942,5907.213354,"Missing Parts "
2025-07-25,Exhaust,Tyger Auto,MobileApp,Performance,7312141.83,25942,4720.694743,"Late Delivery "
2024-11-07,Floor Mats,Putco,Web,Interior,12636899.47,25822,8113.304008,"Late Delivery "
2020-03-10,LED Light Bars,WeatherTech,MobileApp,Lighting,10139041.57,25942,6545.734440,"Changed Mind "
2020-11-28,Cold Air Intakes,Putco,MobileApp,Performance,14121916.83,25942,9117.069111,"Ordered by Mistake "
2022-07-19,LED Light Bars,CURT,MobileApp,Lighting,2550228.31,12971,1646.414759,"Damaged "
2022-12-29,Floor Mats,Westin,Web,Interior,6761748.92,12911,4341.261639,"Damaged "
2021-02-28,Trailer Hitches,TruXedo,MobileApp,Towing,8635832.38,12971,5575.266168,"Defective "
2023-07-22,Running Boards,Westin,Web,Exterior,5508090.82,12911,3536.371325,"Changed Mind "
2025-05-06,Cold Air Intakes,CURT,Web,Performance,15056162.65,12911,9666.551594,"Ordered by Mistake "
2021-05-20,Trailer Hitches,TruXedo,InStore,Towing,8483087.90,25964,5341.152699,"Not as Described "
2022-07-08,NULL,Flowmaster,InStore,Exterior,2149299.92,25964,1353.245222,"Changed Mind "
2025-01-14,Cold Air Intakes,Westin,InStore,Performance,1883688.20,12982,1186.009578,"Not as Described "
2020-06-25,Trailer Hitches,CURT,MobileApp,Towing,10540364.31,12971,6804.827399,"Wrong Item "
2022-05-13,Cold Air Intakes,Westin,MobileApp,Performance,12402610.78,12971,8007.089237,"Not as Described "
2022-10-15,NULL,WeatherTech,MobileApp,Towing,4957645.91,12971,3200.637785,"Other "
2024-07-04,LED Light Bars,Husky Liners,MobileApp,Lighting,14422844.03,25942,9311.346950,"Wrong Item "
2022-01-21,Floor Mats,TruXedo,Web,Interior,14928472.86,12911,9584.570451,"Not as Described "
2023-08-31,Tonneau Covers,BAK,Web,Exterior,3724048.84,12911,2390.956961,"Late Delivery "
2021-10-04,LED Light Bars,Westin,InStore,Lighting,10662765.70,12982,6713.530989,"Missing Parts "
2021-11-17,Trailer Hitches,Westin,InStore,Towing,6193582.38,25964,3899.624123,"Defective "
2022-11-18,Tonneau Covers,Westin,InStore,Exterior,10544629.50,12982,6639.149594,"Late Delivery "
2024-07-12,Tonneau Covers,K&N,InStore,Exterior,4294445.60,12982,2703.881281,"Wrong Item "
2020-01-15,Floor Mats,Westin,MobileApp,Interior,5327967.96,12971,3439.716837,"Damaged "
2021-06-24,Floor Mats,Tyger Auto,MobileApp,Interior,3420452.70,12971,2208.229495,"Ordered by Mistake "
2024-05-14,Lift Kits,K&N,MobileApp,Suspension,14858669.63,25942,9592.714924,"Changed Mind "
2021-12-22,Exhaust,TruXedo,Web,Performance,5457092.37,25822,3503.628594,"Other "
2022-08-09,Floor Mats,Rough Country,Web,Interior,4569073.79,25822,2933.491144,"Warranty Claim "
2021-01-12,LED Light Bars,K&N,InStore,Lighting,8812960.52,25964,5548.848495,"Warranty Claim "
2025-03-05,Lift Kits,Rough Country,InStore,Suspension,3579397.04,25964,2253.669195,"Not as Described "
2025-03-06,Cold Air Intakes,Westin,Marketplace,Performance,7268575.10,13324,9274.285650,"Warranty Claim "
2019-02-22,Lift Kits,WeatherTech,MobileApp,Suspension,676307.94,12971,436.616318,"Defective "
2021-05-24,Trailer Hitches,TruXedo,MobileApp,Towing,9957447.57,12971,6428.497802,"Defective "
2023-10-24,Floor Mats,Westin,MobileApp,Interior,9354814.91,25942,6039.439585,"Defective "
2019-11-03,Lift Kits,MagnaFlow,Web,Suspension,3105999.27,25822,1994.148590,"Wrong Item "
2023-12-04,Trailer Hitches,Husky Liners,Web,Towing,13308787.91,12911,8544.678820,"Ordered by Mistake "
2019-10-11,Tonneau Covers,Rough Country,InStore,Exterior,7577463.58,25964,4770.949490,"Not as Described "
2020-05-27,Cold Air Intakes,Westin,InStore,Performance,4783088.08,12982,3011.542490,"Changed Mind "
2022-09-04,LED Light Bars,Westin,InStore,Lighting,4712855.46,12982,2967.322281,"Wrong Item "
2024-01-01,LED Light Bars,MagnaFlow,Marketplace,Lighting,1260716.88,13324,1608.599773,"Better Price Found "
2019-04-05,Cold Air Intakes,WeatherTech,MobileApp,Performance,15423816.10,12971,9957.572182,"Ordered by Mistake "
2021-10-20,LED Light Bars,WeatherTech,MobileApp,Lighting,1543549.00,12971,996.505062,"Wrong Item "
2022-08-31,Tonneau Covers,Flowmaster,MobileApp,Exterior,13637190.56,12971,8804.130970,"Better Price Found "
2019-06-02,Exhaust,Putco,Web,Performance,13491736.78,25822,8662.138073,"Defective "
2019-07-31,Trailer Hitches,CURT,Web,Towing,2279566.16,25822,1463.550940,"Ordered by Mistake "
2021-02-23,LED Light Bars,Rough Country,Web,Lighting,8647916.91,25822,5552.244294,"Not as Described "
2021-03-26,Exhaust,Westin,Web,Performance,11903812.89,12911,7642.638032,"Changed Mind "
2024-06-08,LED Light Bars,Rough Country,Web,Lighting,7220476.75,12911,4635.780184,"Not as Described "
2020-03-20,Exhaust,MagnaFlow,Marketplace,Performance,6905029.76,13324,8810.422375,"Warranty Claim "
2023-05-11,LED Light Bars,Westin,Web,Lighting,13322860.90,25822,8553.714196,"Damaged "
2019-08-04,Floor Mats,Husky Liners,InStore,Interior,10465569.12,12982,6589.371296,"Defective "
2020-01-07,Tonneau Covers,TruXedo,InStore,Exterior,6454650.40,25964,4063.998915,"Damaged "
2021-03-19,Floor Mats,Westin,InStore,Interior,5739082.56,25964,3613.459939,"Late Delivery "
2024-03-05,Cold Air Intakes,MagnaFlow,Marketplace,Performance,7589550.26,6662,9683.831672,"Warranty Claim "
2020-09-27,Exhaust,Putco,MobileApp,Performance,960632.26,25942,620.175383,"Missing Parts "
2021-03-24,Cold Air Intakes,Westin,Web,Performance,7600318.37,25822,4879.651126,"Not as Described "
2025-07-26,Lift Kits,CURT,Web,Suspension,12389524.71,12911,7954.481203,"Better Price Found "
2019-03-29,Lift Kits,Husky Liners,InStore,Suspension,11767144.44,12982,7408.874810,"Not as Described "
2021-07-20,Running Boards,MagnaFlow,InStore,Exterior,1534212.76,12982,965.971296,"Warranty Claim "
2021-08-05,Exhaust,Husky Liners,InStore,Performance,6856962.58,25964,4317.304460,"Wrong Item "
2022-10-16,LED Light Bars,WeatherTech,InStore,Lighting,4477881.26,12982,2819.376830,"Damaged "
2024-05-09,LED Light Bars,CURT,InStore,Lighting,1094512.42,12982,689.125188,"Missing Parts "
2020-05-28,Lift Kits,Flowmaster,MobileApp,Suspension,3953690.51,25942,2552.486622,"Damaged "
2021-01-30,Lift Kits,Westin,MobileApp,Suspension,3618130.74,25942,2335.850094,"Warranty Claim "
2019-08-12,Floor Mats,Tyger Auto,InStore,Interior,4781400.42,12982,3010.479931,"Better Price Found "
2024-11-11,Cold Air Intakes,CURT,Marketplace,Performance,851936.56,13324,1087.019317,"Better Price Found "
2022-01-28,Tonneau Covers,Rough Country,MobileApp,Exterior,11237166.43,12971,7254.681120,"Defective "
2022-03-03,Trailer Hitches,Putco,Web,Towing,12882983.13,12911,8271.297912,"Wrong Item "
2023-09-19,LED Light Bars,Westin,Web,Lighting,10375796.04,25822,6661.600350,"Changed Mind "
2024-05-30,Trailer Hitches,CURT,InStore,Towing,11046773.26,25964,6955.311537,"Better Price Found "
2019-06-17,Cold Air Intakes,Westin,Marketplace,Performance,4908694.84,6662,6263.212514,"Missing Parts "
2025-05-28,Tonneau Covers,MagnaFlow,Marketplace,Exterior,4052960.94,6662,5171.344602,"Late Delivery "
2021-04-10,Trailer Hitches,TruXedo,Web,Towing,13438543.46,25822,8627.986223,"Other "
2019-09-25,LED Light Bars,Tyger Auto,InStore,Lighting,9404290.62,25964,5921.164351,"Missing Parts "
2022-07-18,Floor Mats,Westin,MobileApp,Interior,9286846.87,25942,5995.559562,"Late Delivery "
2022-09-03,LED Light Bars,Westin,MobileApp,Lighting,5533947.44,25942,3572.696703,"Wrong Item "
2020-12-09,LED Light Bars,BAK,Web,Lighting,5427397.07,25822,3484.563290,"Late Delivery "
2021-12-18,Cold Air Intakes,Putco,Web,Performance,10766224.68,12911,6912.268483,"Ordered by Mistake "
2021-03-30,Exhaust,Westin,MobileApp,Performance,10114266.96,12971,6529.739969,"Damaged "
2022-09-12,Cold Air Intakes,CURT,MobileApp,Performance,2275891.66,25942,1469.303726,"Ordered by Mistake "
2020-06-03,Exhaust,CURT,Web,Performance,9177655.24,25822,5892.354033,"Other "
2021-02-26,LED Light Bars,MagnaFlow,Web,Lighting,5521130.93,25822,3544.743570,"Warranty Claim "
2021-05-19,Trailer Hitches,WeatherTech,Web,Towing,12666594.77,25822,8132.369366,"Damaged "
2025-05-27,Exhaust,TruXedo,InStore,Performance,7446475.20,12982,4688.476047,"Defective "
2019-12-14,Tonneau Covers,Putco,Web,Exterior,10939490.30,25822,7023.510812,"Ordered by Mistake "
2020-02-28,LED Light Bars,BAK,Web,Lighting,7551643.90,25822,4848.400519,"Warranty Claim "
2025-03-27,Cold Air Intakes,Tyger Auto,Web,Performance,4601609.51,25822,2954.380161,"Late Delivery "
2022-05-16,Trailer Hitches,Westin,InStore,Towing,7055846.82,25964,4442.526864,"Changed Mind "
2023-06-05,Floor Mats,TruXedo,InStore,Interior,4887982.64,25964,3077.586674,"Changed Mind "
2023-09-30,Lift Kits,Westin,InStore,Suspension,1146310.60,12982,721.738595,"Wrong Item "
2024-07-19,Exhaust,WeatherTech,InStore,Performance,12140117.30,25964,7643.707557,"Ordered by Mistake "
2022-09-07,LED Light Bars,Westin,Marketplace,Lighting,4679588.66,6662,5970.885950,"Changed Mind "
2020-09-06,Exhaust,Westin,MobileApp,Performance,13248579.40,25942,8553.244576,"Not as Described "
2020-09-19,NULL,Westin,MobileApp,Exterior,9367267.07,12971,6047.478645,"Missing Parts "
2022-04-28,Running Boards,Rough Country,MobileApp,Exterior,8676431.61,25942,5601.476913,"Wrong Item "
2024-03-22,Floor Mats,Westin,MobileApp,Interior,13079567.27,25942,8444.130703,"Not as Described "
2021-11-28,Lift Kits,CURT,Web,Suspension,10265536.10,25822,6590.809790,"Not as Described "
2024-12-17,LED Light Bars,TruXedo,Web,Lighting,14080865.71,12911,9040.378467,"Late Delivery "
2020-03-25,Cold Air Intakes,TruXedo,InStore,Performance,4968341.22,12982,3128.182456,"Other "
2022-09-30,Floor Mats,CURT,InStore,Interior,2218753.62,12982,1396.974977,"Not as Described "
2019-05-26,NULL,Westin,MobileApp,Towing,13862626.54,12971,8949.671961,"Ordered by Mistake "
2020-03-11,NULL,TruXedo,Web,Exterior,14082931.47,12911,9041.704867,"Defective "
2024-10-25,Cold Air Intakes,MagnaFlow,Web,Performance,1021389.21,12911,655.759424,"Not as Described "
2025-01-11,Running Boards,Westin,Web,Exterior,4718066.73,12911,3029.149586,"Ordered by Mistake "
2021-08-25,Lift Kits,MagnaFlow,MobileApp,Suspension,7409294.62,12971,4783.416378,"Damaged "
2023-05-16,Tonneau Covers,Rough Country,MobileApp,Exterior,14020613.32,25942,9051.667817,"Missing Parts "
2024-07-09,NULL,K&N,MobileApp,Towing,14709892.26,25942,9496.664647,"Defective "
2025-05-31,Cold Air Intakes,WeatherTech,MobileApp,Performance,4680585.35,12971,3021.768135,"Defective "
2023-03-30,Running Boards,CURT,Web,Exterior,731020.82,25822,469.333241,"Damaged "
2025-07-13,Running Boards,CURT,InStore,Exterior,2911473.14,12982,1833.128125,"Warranty Claim "
2021-12-08,Trailer Hitches,Westin,MobileApp,Towing,3420841.83,12971,2208.480805,"Defective "
2023-09-21,Floor Mats,Westin,MobileApp,Interior,755949.88,12971,488.032931,"Changed Mind "
2019-09-30,Trailer Hitches,Rough Country,InStore,Towing,10435580.70,12982,6570.489724,"Missing Parts "
2019-05-08,Trailer Hitches,CURT,MobileApp,Towing,3892467.39,12971,2512.961147,"Ordered by Mistake "
2022-11-07,Exhaust,WeatherTech,MobileApp,Performance,7454174.28,25942,4812.390572,"Late Delivery "
2020-07-20,Tonneau Covers,WeatherTech,Web,Exterior,13804441.20,12911,8862.904690,"Missing Parts "
2021-04-24,Lift Kits,MagnaFlow,InStore,Suspension,5460488.84,12982,3438.050487,"Wrong Item "
2024-03-04,Tonneau Covers,MagnaFlow,InStore,Exterior,5254464.50,25964,3308.332620,"Defective "
2024-08-01,Lift Kits,TruXedo,InStore,Suspension,11701844.98,12982,7367.760639,"Warranty Claim "
2022-12-23,Lift Kits,CURT,MobileApp,Suspension,2866980.13,25942,1850.909023,"Not as Described "
2023-01-22,Cold Air Intakes,K&N,Web,Performance,4976803.17,12911,3195.266918,"Not as Described "
2022-11-21,Trailer Hitches,MagnaFlow,InStore,Towing,9886701.74,25964,6224.902210,"Defective "
2025-04-12,Cold Air Intakes,Putco,InStore,Performance,2010911.80,12982,1266.112660,"Damaged "
2025-07-12,Floor Mats,Westin,InStore,Interior,11522953.02,12982,7255.125945,"Damaged "
2025-08-22,Lift Kits,K&N,InStore,Suspension,12144011.90,12982,7646.159807,"Damaged "
2020-12-13,Cold Air Intakes,Westin,MobileApp,Performance,5168424.66,25942,3336.716091,"Other "
2024-05-29,Cold Air Intakes,K&N,MobileApp,Performance,15449628.39,12971,9974.236482,"Not as Described "
2021-07-28,Running Boards,Westin,Web,Exterior,11155620.44,12911,7162.273558,"Late Delivery "
2023-07-20,Running Boards,TruXedo,Web,Exterior,4196075.00,12911,2694.013478,"Late Delivery "
2024-12-21,Cold Air Intakes,BAK,Web,Performance,15490101.36,12911,9945.154741,"Better Price Found "
2019-08-27,Lift Kits,MagnaFlow,InStore,Suspension,6613290.44,12982,4163.882565,"Not as Described "
2020-04-19,Exhaust,MagnaFlow,InStore,Performance,11983035.10,12982,7544.804849,"Missing Parts "
2020-03-01,Lift Kits,Putco,MobileApp,Suspension,10667609.82,12971,6886.976810,"Missing Parts "
2022-11-05,Exhaust,TruXedo,MobileApp,Performance,828328.06,25942,534.760164,"Wrong Item "
2024-05-28,Exhaust,CURT,MobileApp,Performance,10149288.66,12971,6552.349924,"Defective "
2024-07-13,Lift Kits,Westin,MobileApp,Suspension,2515206.61,25942,1623.804856,"Other "
2024-09-29,Cold Air Intakes,Tyger Auto,MobileApp,Performance,4455019.66,12971,2876.143524,"Better Price Found "
2021-12-03,Cold Air Intakes,CURT,MobileApp,Performance,10357862.34,12971,6687.004597,"Other "
2022-10-07,Tonneau Covers,MagnaFlow,MobileApp,Exterior,12478620.84,25942,8056.161212,"Ordered by Mistake "
2023-07-22,Running Boards,TruXedo,MobileApp,Exterior,13742125.95,12971,8871.877070,"Not as Described "
2023-07-24,Exhaust,Putco,Web,Performance,12390041.15,12911,7954.812758,"Missing Parts "
2019-11-04,Running Boards,WeatherTech,Web,Exterior,3903511.74,12911,2506.178146,"Warranty Claim "
2020-12-28,Floor Mats,CURT,Web,Interior,7682819.66,25822,4932.619730,"Missing Parts "
2020-01-13,Running Boards,CURT,InStore,Exterior,552384.10,25964,347.788059,"Wrong Item "
2022-02-27,Tonneau Covers,Flowmaster,InStore,Exterior,1592501.94,12982,1002.671502,"Warranty Claim "
2022-12-12,Floor Mats,WeatherTech,InStore,Interior,3168516.74,12982,1994.968931,"Defective "
2025-03-14,Lift Kits,Flowmaster,InStore,Suspension,11493613.70,25964,7236.653152,"Wrong Item "
2021-12-04,Cold Air Intakes,Putco,Marketplace,Performance,5180970.78,13324,6610.621110,"Defective "
2024-06-12,Cold Air Intakes,MagnaFlow,MobileApp,Performance,5175818.13,25942,3341.489288,"Other "
2020-12-12,Trailer Hitches,Westin,Web,Towing,11515708.23,25822,7393.461851,"Wrong Item "
2023-09-21,Lift Kits,Rough Country,Web,Suspension,14845971.57,25822,9531.601939,"Wrong Item "
2022-10-22,NULL,CURT,InStore,Performance,1042454.60,12982,656.348435,"Other "
2022-02-14,Tonneau Covers,Westin,MobileApp,Exterior,15420832.77,12971,9955.646128,"Wrong Item "
2021-11-10,Lift Kits,CURT,Web,Suspension,12487131.87,12911,8017.148208,"Defective "
2023-01-06,Floor Mats,Rough Country,Web,Interior,5501377.10,25822,3532.060904,"Late Delivery "
2023-01-12,Running Boards,MagnaFlow,Web,Exterior,4802762.89,25822,3083.527240,"Warranty Claim "
2019-04-03,Cold Air Intakes,Westin,MobileApp,Performance,13131970.11,25942,8477.961933,"Damaged "
2020-01-17,Lift Kits,Westin,MobileApp,Suspension,12152270.48,25942,7845.470167,"Ordered by Mistake "
2024-06-18,Trailer Hitches,CURT,InStore,Towing,11040671.72,12982,6951.469844,"Ordered by Mistake "
2019-04-01,Running Boards,Westin,Marketplace,Exterior,4705104.12,13324,6003.442203,"Missing Parts "
2021-08-09,Cold Air Intakes,CURT,MobileApp,Performance,4221411.95,12971,2725.326919,"Wrong Item "
2022-11-24,Running Boards,Tyger Auto,MobileApp,Exterior,5290092.64,12971,3415.264679,"Changed Mind "
2021-12-15,NULL,Westin,Web,Exterior,2587106.18,25822,1661.001897,"Other "
2022-06-01,Tonneau Covers,K&N,Web,Exterior,6634059.13,25822,4259.280524,"Damaged "
2019-07-20,LED Light Bars,Rough Country,InStore,Lighting,6175407.58,12982,3888.180829,"Wrong Item "
2020-01-21,NULL,Westin,InStore,Exterior,11851267.80,25964,7461.840926,"Better Price Found "
2021-05-31,Lift Kits,Rough Country,InStore,Suspension,4911869.52,12982,3092.626406,"Other "
2023-01-13,Tonneau Covers,BAK,InStore,Exterior,12866979.48,12982,8101.357826,"Changed Mind "
2023-11-06,Running Boards,Tyger Auto,Marketplace,Exterior,4847537.68,13324,6185.179382,"Not as Described "
2019-06-28,Floor Mats,TruXedo,MobileApp,Interior,7310196.18,12971,4719.438661,"Damaged "
2022-10-13,Lift Kits,Rough Country,MobileApp,Suspension,6858935.09,25942,4428.105510,"Defective "
2021-07-31,Running Boards,CURT,Web,Exterior,5023411.88,12911,3225.191327,"Warranty Claim "
2024-03-18,LED Light Bars,Westin,Web,Lighting,12789378.38,25822,8211.200539,"Wrong Item "
2022-05-04,LED Light Bars,CURT,InStore,Lighting,1980663.74,12982,1247.067744,"Ordered by Mistake "
2020-11-19,Cold Air Intakes,TruXedo,Marketplace,Performance,3665632.26,13324,4677.135209,"Missing Parts "
2019-12-24,Lift Kits,CURT,MobileApp,Suspension,5975480.28,12971,3857.749273,"Damaged "
2020-05-22,Exhaust,Husky Liners,MobileApp,Performance,2586547.11,12971,1669.862149,"Not as Described "
2025-04-27,Cold Air Intakes,MagnaFlow,MobileApp,Performance,13839927.29,12971,8935.017306,"Damaged "
2022-07-26,LED Light Bars,BAK,Web,Lighting,9809261.36,12911,6297.866134,"Not as Described "
2020-04-03,NULL,Westin,InStore,Exterior,10601360.84,25964,6674.869072,"Ordered by Mistake "
