MarketingFactID,DateID,ChannelID,CampaignID,AdSpend,Impressions,Clicks,Conversions,ROI
476,1952,890,CA-144,3016.27,308609,7413,591,426.91
477,1879,884,CA-078,1278.29,597795,26017,76,-30.01
478,2087,891,CA-094,926.13,243759,21949,1156,68.42
479,2039,890,CA-081,1300.55,791487,35473,1520,65.27
480,1511,883,CA-091,823.33,126254,14606,1699,65.88
481,2252,883,CA-134,1069.06,267008,3895,1239,258.76
482,1431,881,CA-110,4883.30,558042,4874,1859,155.28
483,930,889,CA-028,2830.39,28123,23573,142,367.04
484,2653,886,CA-001,4089.15,310035,29176,773,-23.63
485,2130,891,CA-124,1870.55,316018,1959,1651,141.77
486,1393,885,CA-114,4814.00,128973,32010,1076,263.37
487,1147,891,CA-013,1453.89,174920,6499,1118,394.66
488,2123,880,CA-047,3229.89,118038,24706,1654,1.42
489,1216,885,CA-057,4894.93,698549,21211,1477,155.97
490,1945,885,CA-022,2320.68,170779,7416,588,464.65
491,3122,886,CA-044,4275.44,610051,35078,1144,166.72
492,859,888,CA-029,4378.17,159888,27294,1679,172.16
493,3141,884,CA-132,2313.99,863924,4713,808,131.16
494,2230,884,CA-074,351.58,14741,39901,1227,398.23
495,1915,881,CA-141,761.09,528859,34395,536,399.92
496,1966,882,CA-032,3485.68,602806,20376,1017,180.13
497,2359,890,CA-036,2834.07,258588,27431,789,147.16
498,1209,891,CA-110,3285.82,424991,12056,1329,117.53
499,2738,883,CA-136,250.11,349175,23394,834,334.52
500,2721,887,CA-078,1706.63,431531,26446,1972,361.40
501,2086,889,CA-005,4977.15,583159,20023,1227,276.24
502,2246,882,CA-011,4011.78,93013,14220,1614,479.33
503,2933,891,CA-093,2707.29,97415,8849,40,287.45
504,3237,880,CA-091,1707.65,325053,24567,1746,-17.24
505,2072,887,CA-099,3219.73,796798,24225,399,495.66
506,1880,890,CA-132,4697.04,111414,21714,1153,100.83
507,1879,884,CA-107,1801.10,553061,33150,393,441.92
508,1336,885,CA-030,4131.08,725839,14120,1052,385.78
509,1834,891,CA-004,4430.24,343837,11304,631,297.86
510,1511,880,CA-148,2831.29,471079,25603,1179,158.77
511,2741,888,CA-002,1142.73,430745,23837,946,170.33
512,2393,886,CA-096,754.43,647646,22248,1535,98.65
513,1582,884,CA-128,3449.56,697302,33054,1694,-13.41
514,1111,881,CA-082,3373.19,566859,2182,776,331.26
515,2862,881,CA-056,2371.90,61774,6672,1905,196.70
516,2948,884,CA-044,3607.46,322849,38221,1333,263.73
517,2639,891,CA-059,836.88,346916,29685,27,141.04
518,1207,889,CA-041,4761.69,274395,17223,72,493.62
519,1663,891,CA-073,2886.36,624485,31966,1500,49.88
520,851,884,CA-127,3212.53,622849,847,1202,384.28
521,1343,883,CA-136,3088.00,28337,26056,238,467.34
522,2385,883,CA-127,2159.49,464745,22396,992,30.30
523,929,880,CA-142,116.87,892715,38599,703,66.46
524,2176,889,CA-040,1489.54,421182,12741,1712,407.67
525,1006,889,CA-014,247.84,871509,18328,1591,282.92
526,841,889,CA-033,3538.38,401298,39522,952,135.07
527,2673,881,CA-007,2025.83,493047,12176,1042,-6.79
528,935,889,CA-070,598.09,148167,37732,1544,67.71
529,1812,882,CA-011,1547.05,678721,3994,1865,53.84
530,1184,884,CA-113,3613.78,107857,20287,484,422.92
531,1470,890,CA-091,2602.64,804693,29227,866,304.18
532,1793,881,CA-041,3077.55,195908,5586,1047,57.48
533,3067,891,CA-148,1238.78,279744,36214,1722,138.54
534,2909,890,CA-033,4953.44,504973,18913,1295,258.38
535,2908,885,CA-034,281.72,685352,39753,1266,238.17
536,1909,885,CA-064,265.75,564857,7277,1379,425.19
537,2853,889,CA-031,2958.71,207842,17236,1970,250.18
538,2471,885,CA-144,1759.36,846940,341,1250,239.78
539,2418,884,CA-059,2906.84,578135,14008,264,124.01
540,2935,885,CA-056,871.28,38720,20453,1596,265.60
541,1101,889,CA-041,225.77,382174,14961,586,130.85
542,2966,887,CA-015,879.27,170078,138,1850,-35.64
543,2378,889,CA-009,757.99,596503,17264,834,31.46
544,2514,892,CA-141,774.46,26453,12083,95,338.01
545,2807,889,CA-053,4697.71,550674,36077,92,224.98
546,918,882,CA-046,2242.24,523012,4473,1587,82.42
547,2415,886,CA-028,971.28,380223,20565,1504,-17.84
548,2275,891,CA-103,2061.49,412700,23265,1182,17.88
549,1141,881,CA-019,1732.35,695079,33257,290,85.76
550,1877,888,CA-022,898.16,438108,27839,725,42.26
551,1835,889,CA-074,300.35,611190,19393,201,131.45
552,2311,880,CA-127,3311.89,38375,18967,556,137.28
553,1121,891,CA-093,2239.95,733192,17292,1390,58.58
554,819,883,CA-079,4321.02,140440,22907,1572,274.63
555,2242,881,CA-038,1932.12,184503,9001,1116,166.59
556,2394,883,CA-019,2454.39,469981,29646,1524,279.80
557,2078,888,CA-117,2414.89,446000,27006,865,474.18
558,2506,884,CA-126,2570.96,141483,26281,725,-49.69
559,1255,886,CA-062,3919.31,779506,31924,440,287.76
560,3164,886,CA-048,3428.71,560359,37896,30,252.01
561,948,890,CA-105,4532.54,381489,38825,1973,459.61
562,3161,891,CA-076,2415.86,558264,17261,1792,-42.06
563,1492,886,CA-058,679.27,463176,24582,230,203.21
564,2932,886,CA-069,1498.10,784081,33598,391,461.32
565,1585,880,CA-070,2159.98,91359,36092,1823,311.63
566,1338,892,CA-037,2385.77,675311,30842,1694,113.45
567,890,882,CA-023,1039.08,151420,37121,1330,428.20
568,2025,890,CA-019,1937.51,335250,4799,564,-29.62
569,2599,889,CA-013,99.17,848261,89,1614,245.91
570,1440,883,CA-141,926.91,729375,3727,376,168.23
571,2519,887,CA-104,2221.82,588056,34577,742,134.28
572,1253,885,CA-085,3669.83,895016,15649,1525,403.26
573,2200,885,CA-057,2649.15,415181,7314,1993,433.80
574,1349,891,CA-051,2881.87,617714,39300,25,47.85
575,1311,884,CA-116,3353.99,129460,3631,205,23.82
576,1762,883,CA-054,4750.67,578692,18240,1485,-18.14
577,1496,890,CA-064,4573.13,325263,3583,1165,-24.43
578,2521,882,CA-084,3488.49,70092,3903,1372,451.86
579,881,889,CA-053,2396.98,589392,32592,1527,489.79
580,2864,887,CA-139,3649.76,518576,13346,1895,-0.93
581,1408,883,CA-036,4756.34,750853,1051,305,-10.56
582,2444,880,CA-010,1876.30,137118,35037,1116,77.62
583,2267,886,CA-111,2029.95,60560,29618,1730,385.58
584,1600,884,CA-058,1739.67,629077,13017,1049,40.22
585,1677,885,CA-103,3912.14,698765,13778,1676,-17.35
586,816,888,CA-031,4353.49,864272,18693,1258,180.38
587,2452,890,CA-076,735.82,533547,27018,1954,279.82
588,1527,888,CA-041,2782.31,713292,35201,1613,364.23
589,3184,892,CA-101,3950.82,873494,35184,1443,56.22
590,1852,885,CA-006,4194.87,737920,6021,796,-27.12
591,1846,880,CA-144,3920.61,415089,23585,1926,184.25
592,2240,881,CA-056,348.91,331284,10016,1903,29.62
593,1240,891,CA-048,3678.90,543685,16014,1900,340.60
594,1019,891,CA-131,3928.19,876574,14380,1691,215.75
595,2630,892,CA-074,2382.23,694576,27595,845,442.40
596,1855,889,CA-060,532.93,647952,28727,1977,271.49
597,2854,889,CA-020,1947.58,838336,7088,1638,34.08
598,1282,881,CA-039,3876.15,395546,10834,1755,323.41
599,2539,882,CA-076,1191.97,895631,7901,1722,127.06
600,2762,880,CA-104,4639.91,737987,31982,350,420.61
601,1052,880,CA-117,180.89,850202,32729,691,10.97
602,1120,888,CA-093,1897.02,571818,2619,204,149.62
603,2336,882,CA-110,4540.40,305086,15488,1265,84.35
604,1377,882,CA-006,1977.13,397852,22154,1141,46.28
605,2276,886,CA-087,2863.55,107703,33360,641,41.68
606,2769,891,CA-090,3370.88,635756,35934,1720,176.07
607,1103,888,CA-118,2252.32,132574,6348,95,52.22
608,1323,892,CA-028,4543.36,343739,7312,198,293.93
609,1612,891,CA-126,4190.38,284345,5573,1446,210.17
610,2171,889,CA-074,419.22,718049,31627,63,430.78
611,1988,886,CA-149,3182.12,646598,15113,1931,14.22
612,2771,882,CA-141,3131.61,189363,9814,1072,276.15
613,1722,886,CA-071,2566.32,606502,31776,1962,146.69
614,2930,888,CA-072,1380.24,189903,35828,363,435.52
615,2672,890,CA-001,3029.26,711473,11853,496,334.12
616,2381,885,CA-129,2272.79,740437,34793,1020,367.60
617,2099,892,CA-010,1875.49,424990,2660,550,-38.68
618,1598,887,CA-082,4220.53,219314,27874,540,349.71
619,2453,882,CA-115,411.47,15795,35015,536,361.08
620,1025,880,CA-136,761.12,480703,23054,1734,74.72
621,1393,882,CA-043,3497.63,424938,34598,1058,129.51
622,2068,884,CA-090,4079.60,235989,953,518,-39.43
623,1378,885,CA-132,2511.05,427319,36911,946,247.83
624,2804,881,CA-040,3000.93,149841,18095,1703,37.03
625,3098,892,CA-015,846.42,88913,33250,1967,218.33
626,1161,889,CA-059,4860.98,176973,18276,848,417.10
627,2473,884,CA-106,1467.21,401150,26720,858,222.48
628,2531,888,CA-089,4538.15,364649,11937,1745,35.83
629,1964,892,CA-021,1717.73,419001,927,1192,447.58
630,1378,886,CA-068,4981.67,848582,25654,474,68.78
631,2706,882,CA-104,342.44,265835,23038,398,110.95
632,3118,888,CA-110,3721.35,856712,13990,1021,122.24
633,1977,881,CA-125,3154.40,583427,31751,478,329.78
634,3089,882,CA-019,736.19,511414,10204,1790,405.41
635,2677,892,CA-074,3244.15,894202,32152,1231,497.35
636,2650,889,CA-099,230.89,31721,24276,1053,255.29
637,2016,891,CA-048,2007.52,781696,1295,1783,76.15
638,2440,890,CA-009,4967.70,598568,31781,907,99.58
639,2766,882,CA-040,1866.29,94532,33028,84,273.08
640,2931,891,CA-133,3374.27,729209,24069,1144,494.52
641,2906,890,CA-098,734.17,332973,8124,183,357.47
642,1370,881,CA-142,1168.15,111495,12444,878,-32.41
643,1236,889,CA-023,2303.21,762004,24178,780,28.16
644,3223,892,CA-052,2112.76,822153,34077,753,486.80
645,1458,883,CA-132,4426.02,75593,27819,1986,294.23
646,1044,884,CA-049,1692.47,103227,21195,1309,483.79
647,1573,891,CA-107,3123.69,91489,6501,945,334.77
648,2014,892,CA-045,4494.14,537954,19761,987,334.39
649,1653,886,CA-104,3236.91,686251,894,1329,417.95
650,1450,884,CA-068,3803.90,865951,34608,986,15.27
651,2495,888,CA-019,1690.33,640448,22880,364,223.64
652,920,890,CA-023,3811.05,306594,39499,1107,-24.23
653,2517,885,CA-037,2293.99,568949,13568,321,423.95
654,2783,884,CA-017,974.78,707146,30465,63,77.70
655,1836,892,CA-149,2877.56,154807,26023,1958,54.14
656,1073,883,CA-060,1670.91,858660,32915,250,101.65
657,3164,889,CA-060,1569.16,17131,6367,997,104.57
658,2098,891,CA-138,1170.47,12594,29166,1803,400.78
659,1306,890,CA-081,2655.16,150592,13201,22,25.29
660,1718,889,CA-030,313.04,175934,38102,815,485.26
661,959,882,CA-035,1976.97,440622,22924,471,157.10
662,2779,881,CA-092,3460.67,891242,4257,1387,492.99
663,1237,880,CA-054,2285.83,478406,7181,604,399.94
664,2886,883,CA-064,1914.93,774360,17523,1553,61.45
665,3125,886,CA-001,758.07,615218,19863,1409,346.73
666,2209,885,CA-115,3622.89,101618,30275,1495,487.70
667,2673,888,CA-124,1473.56,46164,35966,608,293.20
668,2623,889,CA-093,3779.18,783440,15130,858,21.97
669,2439,880,CA-048,1699.40,430238,11779,15,133.32
670,2364,880,CA-094,1667.82,406055,26181,120,158.66
671,2542,888,CA-032,187.73,892889,10589,737,181.08
672,2565,884,CA-031,2014.27,267670,34399,1278,379.79
673,883,885,CA-008,3467.59,503384,26208,1400,388.97
674,1115,885,CA-083,1522.75,756858,20287,1446,211.87
675,2380,892,CA-119,3582.12,195566,32614,1232,85.55
676,3216,888,CA-061,2049.26,116842,22292,568,303.74
677,2116,887,CA-088,1285.91,266187,5410,807,146.83
678,845,887,CA-107,4639.36,611232,21364,329,170.41
679,3026,881,CA-105,4986.45,386014,25183,312,385.49
680,856,892,CA-065,4708.36,62973,1474,1527,28.35
681,922,887,CA-137,655.41,549003,16085,543,350.16
682,2030,888,CA-038,3130.17,517114,5857,1156,455.66
683,3158,883,CA-088,1705.87,151499,14357,935,409.28
684,3113,882,CA-097,501.27,389102,7477,603,72.85
685,1630,891,CA-069,553.52,703600,13966,1109,85.41
686,1577,885,CA-009,2203.76,404076,22587,426,264.38
687,1124,884,CA-115,4068.84,329420,28897,348,368.46
688,1574,880,CA-045,1593.00,484484,30741,583,-31.94
689,3141,882,CA-080,4980.35,436997,33040,1987,-48.35
690,930,884,CA-107,4167.84,199926,21733,227,342.92
691,959,882,CA-049,2164.07,450165,1576,919,300.01
692,1845,887,CA-083,3891.68,825855,33452,939,186.78
693,969,885,CA-135,4156.94,842485,18848,1330,436.84
694,1488,884,CA-118,1040.47,448020,30440,140,104.44
695,3228,887,CA-142,1222.03,352817,5505,546,347.27
696,1131,883,CA-058,1901.88,128479,5872,1649,33.99
697,2743,883,CA-018,3463.37,445360,850,123,196.87
698,1415,889,CA-009,4971.81,165736,12781,860,36.31
699,1125,883,CA-073,1707.83,294526,31342,62,447.18
700,2207,880,CA-039,3357.43,762207,13436,161,-41.58
701,2749,882,CA-040,2441.07,765851,32173,1553,-1.59
702,1392,892,CA-066,1937.37,215932,28403,361,104.61
703,2894,888,CA-100,2282.65,624211,17508,1468,216.74
704,2998,881,CA-039,3431.88,326770,16781,842,39.48
705,2568,892,CA-052,2565.35,493883,17957,456,236.88
706,1783,886,CA-018,541.20,628777,38000,136,327.75
707,904,883,CA-052,1226.08,356782,23273,413,450.11
708,1866,887,CA-144,187.81,72016,4209,968,55.60
709,2701,887,CA-141,270.82,325436,27702,986,195.35
710,2901,885,CA-104,1482.38,587035,23832,340,179.20
711,1450,891,CA-020,1597.79,620910,20448,1980,70.21
712,1695,892,CA-078,4590.72,93054,34470,1052,255.57
713,1234,883,CA-035,646.41,183328,38365,548,311.35
714,819,883,CA-109,3410.13,239047,18744,539,254.29
715,1475,886,CA-014,4595.91,603351,13252,815,429.16
716,2210,885,CA-033,4447.79,131550,4295,306,221.33
717,1824,892,CA-053,3949.19,374676,5860,117,392.33
718,1595,892,CA-112,3978.72,457665,38093,1615,38.84
719,1663,888,CA-124,569.20,378064,4876,364,352.54
720,2300,885,CA-028,2656.78,269098,11813,1059,268.33
721,1571,885,CA-007,2538.30,607701,39402,1477,31.62
722,2320,887,CA-034,711.26,24976,9238,1639,-46.11
723,1354,888,CA-068,4535.93,259309,30515,122,389.74
724,2102,882,CA-009,4188.53,558677,16848,1299,183.32
725,2294,883,CA-027,944.59,700195,4756,1281,484.92
726,2356,885,CA-107,4294.19,896585,19909,845,292.60
727,1004,887,CA-121,1134.55,181119,35314,310,184.13
728,2859,886,CA-077,1877.65,146272,37609,914,338.40
729,1958,888,CA-061,938.40,124348,25375,1410,234.74
730,1828,889,CA-022,2761.06,280305,9499,1971,172.08
731,862,880,CA-122,4266.80,81083,35260,611,425.20
732,1037,886,CA-121,3067.99,24791,9594,1882,486.58
733,2562,892,CA-146,1609.87,380753,18520,675,144.34
734,949,891,CA-078,4316.99,597065,18244,1549,146.39
735,1236,881,CA-129,1257.89,386786,30552,183,-33.86
736,2945,882,CA-088,4732.64,494522,11801,81,499.48
737,1331,881,CA-013,3471.76,159074,18975,1090,83.12
738,1016,892,CA-110,4582.69,323044,9900,405,459.77
739,1805,882,CA-005,3644.22,731756,24727,392,324.76
740,2421,883,CA-134,4148.21,572168,18786,60,237.92
741,3003,882,CA-041,2843.48,837299,13508,742,-48.11
742,1915,888,CA-123,306.75,175317,14797,1333,475.33
743,1467,883,CA-072,280.47,300868,18547,555,261.81
744,2651,883,CA-106,4914.59,468351,34829,1972,326.09
745,1521,883,CA-045,623.97,732748,294,932,5.09
746,2864,889,CA-093,2389.96,816490,25901,231,223.42
747,1658,882,CA-133,3394.23,859375,12099,318,144.53
748,3219,886,CA-033,1571.70,644494,25202,1297,335.87
749,1001,892,CA-117,2724.73,112316,32827,59,104.43
750,2212,892,CA-031,3925.37,737273,10210,223,131.75
751,1080,886,CA-069,2614.48,312426,27792,614,460.15
752,1548,891,CA-056,857.65,686137,7404,1978,127.68
753,1574,881,CA-053,1313.02,376391,10622,822,-28.06
754,1245,886,CA-086,4054.70,797995,9468,1423,41.69
755,3111,887,CA-088,358.65,183987,9693,1759,468.26
756,2814,886,CA-139,3602.16,120311,12180,1693,67.91
757,1701,889,CA-066,2309.98,504458,1803,729,117.90
758,1915,882,CA-132,2029.97,44030,22139,1741,168.49
759,2483,880,CA-059,360.45,854033,28459,535,298.81
760,3086,885,CA-127,3740.23,448632,28277,259,440.52
761,2197,887,CA-056,4386.79,56130,39838,1945,-48.86
762,2358,880,CA-057,1240.87,380997,19074,1660,184.59
763,1748,887,CA-061,397.70,839239,27887,1205,209.54
764,1142,886,CA-021,1230.98,396436,37147,753,257.80
765,1534,884,CA-124,190.94,250862,1771,1392,261.39
766,3078,882,CA-087,1861.72,22436,32273,830,356.89
767,1109,880,CA-116,230.18,841558,12416,637,384.17
768,1191,890,CA-086,2015.40,497777,18600,1769,406.96
769,1442,886,CA-098,2938.70,289750,25661,1898,241.14
770,1634,881,CA-146,1530.45,31202,31746,1317,164.27
771,2192,886,CA-060,3274.93,583110,25033,628,164.56
772,1314,883,CA-141,447.46,804694,37004,215,102.95
773,1588,890,CA-053,3316.98,63074,21395,308,178.53
774,2698,882,CA-142,2898.81,778243,6013,699,-49.86
775,847,889,CA-042,1143.66,856544,12605,1023,64.95
776,1919,885,CA-088,4595.24,126705,24220,1685,73.32
777,1618,886,CA-060,819.98,494058,12928,1915,286.72
778,951,886,CA-011,1737.32,59637,19739,197,242.46
779,3216,887,CA-022,3420.73,690386,14302,1277,113.95
780,2671,891,CA-030,2891.32,336524,22412,1924,73.46
781,1247,885,CA-069,1801.07,548527,31852,1117,321.84
782,1576,892,CA-014,1919.37,861974,17389,1739,377.34
783,2183,884,CA-107,4628.94,582342,14038,36,128.61
784,2167,889,CA-072,3045.86,831094,16552,1781,248.40
785,2303,890,CA-122,2226.89,374357,31777,1337,477.86
786,1653,880,CA-026,3256.63,360515,24292,1096,232.48
787,3240,889,CA-043,914.20,742234,693,543,424.99
788,3007,892,CA-098,2790.98,848135,2982,1730,-18.41
789,1544,883,CA-128,2450.18,300743,28225,1883,316.45
790,2322,880,CA-077,101.02,427007,33345,1007,219.14
791,949,881,CA-113,4707.14,679169,4042,416,372.55
792,1523,885,CA-072,4327.17,652172,25676,1416,270.72
793,2292,885,CA-021,1630.52,308892,23580,1633,134.49
794,2561,882,CA-123,1033.31,775586,16048,112,170.42
795,2522,886,CA-090,859.78,381361,13384,1974,481.56
796,1691,880,CA-144,631.06,298648,10913,992,303.08
797,2230,890,CA-073,705.97,642879,24876,897,238.15
798,1910,887,CA-071,3653.41,278315,19897,981,7.30
799,1844,880,CA-131,2251.93,815014,29080,207,130.46
800,3157,880,CA-090,1999.22,52963,20544,168,356.89
801,1064,886,CA-006,271.93,359385,8378,1273,23.54
802,1426,882,CA-107,3858.43,685385,22453,1279,358.94
803,1296,881,CA-129,1016.99,234958,15482,901,384.75
804,2719,890,CA-055,1712.59,377398,20672,548,385.00
805,1950,882,CA-018,4779.96,788132,24880,1326,48.63
806,1109,884,CA-098,1374.58,851648,32143,69,312.94
807,1761,882,CA-065,2574.96,197188,277,1405,74.49
808,1560,887,CA-034,2626.70,145277,15848,1593,254.93
809,2456,890,CA-096,4149.38,548495,37437,1293,14.80
810,1664,883,CA-123,4354.77,887586,14111,1213,367.91
811,2478,880,CA-137,2202.94,192062,35573,1548,209.07
812,2206,889,CA-019,3174.77,169107,23929,1662,247.51
813,1074,887,CA-134,1504.08,368687,10009,102,436.30
814,1709,890,CA-111,1651.18,715993,17268,558,134.51
815,2367,886,CA-138,4246.33,864000,30226,696,486.45
816,3110,880,CA-060,977.44,179786,39853,1165,-38.03
817,1733,891,CA-095,4077.09,111916,6830,92,149.70
818,3139,881,CA-041,3572.29,805513,32938,409,278.18
819,3025,885,CA-018,4764.73,593233,5261,1822,433.29
820,2300,884,CA-072,4938.83,736352,28056,996,235.13
821,2096,889,CA-131,3232.22,880305,13487,415,143.01
822,3172,888,CA-140,4177.53,798550,22703,903,188.01
823,2232,888,CA-131,183.86,799142,483,1795,60.28
824,1945,892,CA-107,4131.12,460068,35508,1869,419.64
825,1163,890,CA-021,1941.45,375196,32783,1377,469.27
826,2537,882,CA-132,3983.21,289258,23462,709,469.31
827,1841,886,CA-066,3151.58,417227,31315,999,427.62
828,1142,888,CA-097,4182.14,792825,23002,1794,283.32
829,1703,880,CA-017,3316.06,350266,10294,1684,199.01
830,3083,890,CA-117,2429.62,742490,21822,726,221.96
831,1595,891,CA-016,3602.70,599840,21683,788,235.69
832,3061,881,CA-037,4457.84,156075,22969,963,152.78
833,1074,886,CA-007,4666.94,876718,27571,27,329.27
834,1367,882,CA-124,4500.68,41874,5902,477,343.60
835,1817,889,CA-130,2891.94,498330,19116,1895,319.59
836,2482,890,CA-037,1475.18,192010,34258,483,217.61
837,2948,885,CA-101,1153.40,862201,10165,1175,377.85
838,1162,881,CA-051,4912.91,319554,31962,1346,6.50
839,1386,883,CA-105,2620.07,91278,39315,1448,327.00
840,2014,884,CA-087,1561.77,618603,24411,946,35.22
841,1466,889,CA-053,1614.26,160921,28565,1836,335.76
842,1665,883,CA-131,3758.65,478735,22632,959,322.03
843,2609,888,CA-069,2612.38,89081,26647,886,463.95
844,1396,885,CA-087,3246.31,441135,23225,673,-43.90
845,1610,888,CA-126,4061.93,767325,1391,1320,104.08
846,3013,889,CA-050,1378.93,489892,9519,778,-37.79
847,2482,885,CA-121,4858.66,767225,6968,1319,471.43
848,1942,880,CA-096,1630.43,433078,33960,1399,-19.78
849,1117,888,CA-081,448.99,544720,25029,190,136.13
850,1366,890,CA-120,2114.61,403735,18542,594,488.10
851,1107,891,CA-042,3633.52,445286,1823,810,278.75
852,2099,887,CA-115,4806.99,508709,8550,1770,483.26
853,1381,884,CA-063,2499.87,255548,28970,842,250.14
854,2969,887,CA-045,168.76,539964,31454,664,242.43
855,2544,887,CA-133,2966.81,315189,24448,1980,110.26
856,2041,884,CA-137,2745.62,364932,18019,813,406.38
857,3195,891,CA-086,3625.68,246070,29397,1880,310.42
858,3157,884,CA-131,2912.53,838757,36816,1693,314.92
859,843,892,CA-010,3066.38,275826,13646,665,56.75
860,1242,885,CA-023,280.30,269168,31210,651,107.12
861,2552,885,CA-135,1073.44,811004,5979,1075,460.34
862,2986,885,CA-082,3804.87,692036,24578,632,439.79
863,3135,881,CA-056,948.68,494934,15342,1973,237.53
864,1994,883,CA-121,4293.64,888294,17635,170,478.56
865,2663,885,CA-130,2950.09,604473,2041,192,366.41
866,2410,892,CA-094,513.11,500406,5158,433,447.09
867,2127,881,CA-110,4399.77,229999,23837,1463,53.46
868,3131,880,CA-085,1672.33,231877,7723,1032,199.43
869,3171,880,CA-132,1315.04,656536,13381,1867,-46.16
870,2209,881,CA-055,480.13,137379,4865,887,161.76
871,1153,884,CA-098,4901.65,812442,13244,1442,454.68
872,3212,880,CA-050,4243.35,701713,8513,1582,115.23
873,3113,885,CA-021,2576.36,693481,17938,846,54.38
874,2566,891,CA-080,955.64,11828,9685,599,-3.79
875,851,880,CA-054,3013.10,300197,2907,589,59.78
876,2479,885,CA-054,3354.23,828739,9486,1089,-18.97
877,1999,880,CA-078,3356.66,404523,20894,77,-27.94
878,1325,883,CA-093,2825.37,364846,33579,436,271.70
879,882,882,CA-036,3595.09,606456,28689,1912,317.89
880,2243,886,CA-112,3234.69,625630,26200,1273,231.96
881,2591,891,CA-048,2765.73,102608,34948,622,418.14
882,2419,883,CA-064,474.99,498482,33930,14,-48.08
883,1049,885,CA-029,4900.38,316781,6053,531,274.44
884,1044,886,CA-117,469.46,835736,919,46,391.38
885,1190,880,CA-069,4399.09,179806,36181,1773,-8.80
886,2333,884,CA-147,1709.23,661186,7747,981,-33.58
887,3089,889,CA-123,2275.39,525246,24150,55,59.50
888,1601,891,CA-077,2547.29,523512,17377,1122,105.77
889,2385,891,CA-034,81.05,554186,16352,1393,335.35
890,1367,881,CA-113,4213.75,396864,5042,1170,310.17
891,1439,885,CA-096,376.12,200864,30589,944,13.07
892,3132,883,CA-071,4172.52,541985,18737,1946,227.44
893,2653,892,CA-140,3930.16,825849,39738,1548,409.54
894,3219,892,CA-106,3709.06,311409,784,1493,177.72
895,1145,887,CA-037,505.66,178010,19459,1257,432.57
896,1129,884,CA-129,756.97,456127,33136,1340,419.88
897,2729,881,CA-004,1723.64,281028,12639,1456,76.62
898,933,889,CA-091,1110.78,617591,6607,581,82.14
899,2578,886,CA-037,4495.05,106021,5026,924,234.40
900,1052,890,CA-124,3610.28,468133,7362,1929,35.07
901,2875,889,CA-006,562.77,510184,35856,1915,204.79
902,2930,891,CA-095,1922.77,811306,902,848,16.73
903,2897,883,CA-046,3414.18,13622,12442,1995,433.77
904,2835,880,CA-017,4052.80,662430,30908,84,383.75
905,3137,881,CA-090,914.38,696527,32307,617,152.07
906,1794,880,CA-147,69.64,194500,32755,781,429.87
907,2717,881,CA-021,3760.21,630787,18031,1039,57.29
908,853,880,CA-124,388.16,401716,24597,1988,12.69
909,1135,886,CA-039,3057.51,571935,22259,500,338.80
910,2815,890,CA-011,1927.08,579071,31800,1010,491.41
911,2929,892,CA-123,3518.73,637914,16947,696,389.40
912,989,881,CA-102,3030.12,384815,21717,177,-34.58
913,1461,889,CA-062,3025.23,122023,4888,748,353.01
914,2690,886,CA-065,1289.15,392253,14734,1443,351.99
915,2114,886,CA-077,2586.69,856983,8479,1148,282.48
916,2459,891,CA-079,1763.10,622775,39181,609,220.78
917,3012,889,CA-079,4439.51,343954,814,544,485.32
918,899,890,CA-053,3762.86,230596,25419,172,119.99
919,2658,892,CA-061,2048.07,501521,35222,262,441.92
920,2720,890,CA-087,436.54,223762,21107,1049,170.03
921,1787,889,CA-070,4716.88,37434,29374,1707,321.17
922,1312,886,CA-040,3077.98,817668,33125,372,311.54
923,2916,892,CA-050,4648.76,495706,2845,1445,103.53
924,2232,892,CA-137,4741.92,540501,30230,1745,332.78
925,3067,887,CA-097,4647.09,794754,26772,1553,112.42
926,1979,880,CA-058,262.33,11715,33658,0,414.20
927,3070,883,CA-061,3670.65,718587,13321,101,-15.52
928,1842,886,CA-146,1408.75,250455,26573,890,46.02
929,828,890,CA-088,2749.04,569145,27577,1644,168.75
930,2272,882,CA-049,341.14,417923,31844,23,242.39
931,2010,888,CA-012,3389.23,708938,1025,740,104.09
932,1682,883,CA-060,1932.28,550217,11025,1864,-41.91
933,2154,891,CA-071,775.23,472160,26435,1930,-11.47
934,1154,892,CA-062,4274.98,324930,2868,519,-9.16
935,2881,889,CA-052,1504.42,853815,34203,1576,245.11
936,2170,889,CA-089,3707.72,618856,24781,1730,303.19
937,2577,888,CA-057,2017.97,762104,16399,480,24.19
938,1372,886,CA-042,1032.62,68167,21347,1920,-35.31
939,1905,884,CA-139,4591.03,443820,5594,139,406.31
940,2627,882,CA-044,3173.08,22266,32582,103,482.15
941,2176,883,CA-014,2377.21,355749,15073,802,413.27
942,1377,889,CA-118,4473.67,129944,10299,604,81.69
943,1279,890,CA-121,1246.74,94803,12728,323,10.44
944,1879,892,CA-121,2680.79,718429,22146,1113,59.53
945,1253,885,CA-109,3803.06,757879,9095,52,51.34
946,2104,891,CA-044,1407.93,802974,29974,512,-43.81
947,1340,884,CA-122,1915.44,807343,19237,1408,199.24
948,2092,889,CA-125,1025.70,44790,24727,234,363.75
949,1264,891,CA-132,286.38,545623,29591,664,499.89
950,1165,883,CA-089,1645.68,266893,2464,781,168.71
951,1112,886,CA-078,2120.12,154777,1888,114,-21.51
