ReturnsFactID,DateID,CustomerID,ProductID,ChannelID,ReasonID,ReturnQty,ReturnAmount
1245,857,6469,1699,886,919,2,1051.22
1246,815,6365,1212,883,917,1,330.23
1247,1924,4471,1281,889,919,1,191.74
1248,2668,7217,2141,885,912,2,932.43
1249,3171,3253,2543,884,916,1,568.08
1250,2103,3488,2496,891,919,2,139.89
1251,3156,3179,1048,881,911,2,803.90
1252,2298,2923,2082,886,917,1,503.20
1253,2873,2661,2762,881,921,2,385.35
1254,1082,2318,1642,881,915,2,569.53
1255,1909,1460,1350,891,921,2,354.34
1256,2602,2103,1413,880,921,1,879.60
1257,1249,2141,1689,880,919,1,938.95
1258,1945,662,1155,883,921,2,622.20
1259,1504,3738,2732,889,921,1,283.01
1260,1457,3107,2275,891,914,2,1146.02
1261,2057,4297,2493,889,914,2,882.37
1262,2972,3125,558,888,921,2,1178.42
1263,1651,5509,1836,883,914,1,1146.48
1264,1209,2945,1233,880,918,2,846.29
1265,2722,3148,2168,881,919,1,632.38
1266,1894,524,608,884,917,1,833.88
1267,2732,2555,2215,890,918,2,389.57
1268,2856,5140,2789,888,915,2,789.95
1269,2400,5270,871,881,913,2,917.18
1270,2058,4679,1235,889,920,2,221.17
1271,2522,5881,2713,882,915,2,1120.86
1272,2457,5545,400,891,913,2,685.78
1273,1414,1107,620,891,911,2,46.64
1274,2181,3414,2920,885,921,1,201.79
1275,1800,896,1434,883,916,2,1144.06
1276,1223,7337,666,886,918,2,852.39
1277,1031,4894,2728,892,918,1,897.41
1278,2763,4316,2389,883,914,1,110.65
1279,2544,2340,2765,887,913,1,217.31
1280,1253,296,2817,881,916,1,640.07
1281,3193,6424,740,885,914,1,317.44
1282,3134,6447,2554,888,917,2,586.69
1283,2840,1843,2230,883,919,2,1130.68
1284,2946,2885,1729,884,916,2,166.38
1285,1362,4670,717,890,917,1,368.54
1286,1186,1119,2847,888,916,1,538.92
1287,2704,6599,2448,890,919,2,1082.15
1288,943,7098,2684,890,916,1,503.59
1289,1785,4929,1988,881,920,2,350.59
1290,1593,1050,2820,881,918,2,990.92
1291,2264,2421,598,880,914,2,758.23
1292,2169,1250,2069,883,914,2,56.36
1293,2382,1868,1644,891,917,1,761.36
1294,3061,830,2454,889,912,2,235.79
1295,1477,2778,2870,885,914,2,763.88
1296,2154,6472,723,884,917,2,62.00
1297,1857,5206,1807,884,917,2,1009.18
1298,2537,4635,1348,885,917,2,684.15
1299,1760,1084,2216,892,915,1,789.51
1300,2830,2707,2133,890,911,1,777.24
1301,2414,1952,2088,884,913,2,540.30
1302,1511,441,1688,889,911,1,334.59
1303,2176,5123,2126,886,917,1,1166.48
1304,2370,3726,2018,884,920,2,327.10
1305,2206,3931,1958,885,915,1,241.32
1306,2733,4494,2380,881,920,2,1159.18
1307,1326,4018,2189,891,917,1,1193.37
1308,1872,4387,1756,883,917,2,1064.42
1309,1526,3626,2432,891,916,2,177.44
1310,1462,6032,2558,890,913,1,869.15
1311,895,2444,2431,888,920,1,735.70
1312,855,452,2081,882,913,2,440.87
1313,2832,4994,1048,889,918,1,116.12
1314,3164,3530,1652,884,918,2,855.61
1315,2139,6322,1883,889,912,1,365.46
1316,3104,4872,2178,885,918,2,972.16
1317,3102,4301,1038,883,918,2,716.26
1318,2512,627,1950,880,918,1,63.42
1319,2695,7320,1086,882,915,2,1099.25
1320,2536,537,1213,891,913,1,911.52
1321,860,1065,2761,890,915,2,75.65
1322,2659,1906,2300,889,916,2,626.68
1323,1083,1028,2349,888,911,2,1168.51
1324,935,764,801,889,916,2,917.06
1325,1408,4456,2074,891,915,1,517.69
1326,3234,2090,1007,886,919,1,503.57
1327,1926,1479,1723,881,918,1,1187.77
1328,3150,5998,2426,889,913,1,573.60
1329,2902,4133,2399,891,917,2,949.07
1330,1928,3603,1211,883,911,1,633.38
1331,2898,779,635,881,921,1,631.34
1332,831,366,2499,887,920,2,652.32
1333,1572,2983,2052,891,920,2,278.94
1334,3202,2314,1563,890,913,1,528.64
1335,944,1202,935,891,920,1,193.53
1336,2380,6444,2513,892,920,2,304.39
1337,1354,6843,1846,885,920,1,635.77
1338,1510,5388,803,888,914,2,866.00
1339,2743,4156,2034,881,919,2,273.95
1340,2375,6158,2860,883,921,1,229.68
1341,2380,1440,1306,887,913,2,754.17
1342,2785,3901,2423,884,912,1,1018.46
1343,2191,3257,2153,882,914,1,1172.09
1344,1493,4379,704,892,917,2,315.16
1345,2284,6935,1984,884,920,2,371.99
1346,2959,188,582,881,917,1,327.67
1347,1354,6731,1954,884,918,2,347.23
1348,1997,1676,1921,880,916,1,783.12
1349,2638,6806,1529,887,921,1,729.54
1350,2182,745,1726,891,917,2,58.09
1351,2353,3366,927,891,913,2,718.97
1352,2759,2964,1100,887,921,2,873.98
1353,3105,5017,2676,880,911,2,674.93
1354,1422,2097,2606,884,914,2,979.03
1355,1655,2467,1192,892,916,1,1123.85
1356,2907,3992,690,884,921,2,821.48
1357,1065,5938,2241,882,916,1,531.04
1358,1094,895,1360,885,915,2,626.54
1359,1617,4738,1443,888,917,1,408.02
1360,2028,3867,2640,882,916,1,999.52
1361,1392,6316,601,891,920,2,678.73
1362,1186,5895,2163,886,913,2,199.86
1363,896,503,2110,882,915,2,323.90
1364,3069,729,780,880,921,1,1162.56
1365,1878,6163,2319,884,911,2,1067.36
1366,1003,6315,477,889,916,1,959.65
1367,1081,6323,851,881,918,1,153.65
1368,2725,1411,2584,881,916,1,717.60
1369,1183,167,689,889,919,1,510.45
1370,2596,6705,1676,890,918,1,412.63
1371,1882,4652,2297,881,918,2,229.03
1372,1958,1782,2359,885,912,2,1196.95
1373,2465,1249,2785,889,911,1,417.93
1374,1667,3929,2854,885,911,2,214.81
1375,2394,1543,805,882,911,2,503.74
1376,3172,1206,1457,882,920,1,868.38
1377,1411,6480,2839,880,915,2,760.08
1378,3127,812,750,884,912,1,45.92
1379,1450,2898,1287,886,916,1,1122.87
1380,2582,1026,1830,888,920,2,996.68
1381,908,1309,2134,883,920,2,561.57
1382,1713,457,1467,890,914,2,142.10
1383,1461,1433,1700,891,917,1,363.57
1384,1285,3055,2171,880,919,2,1045.33
1385,3015,5019,516,889,913,1,254.12
1386,1680,782,2385,881,911,2,143.08
1387,2955,2559,1311,889,921,2,625.56
1388,1816,1741,1628,888,911,1,981.54
1389,2653,1782,1530,889,915,1,169.46
1390,1394,7541,2769,885,913,2,668.21
1391,2828,6737,442,888,916,1,859.36
1392,1016,4478,1231,883,916,2,86.91
1393,2633,1835,1396,882,920,1,539.68
1394,1056,4720,2776,887,915,2,746.49
1395,3100,1208,590,891,912,2,922.12
1396,2426,5511,2914,880,913,2,206.97
1397,986,5636,1290,884,918,2,697.73
1398,2606,4395,2083,889,918,1,1190.80
1399,1304,2405,2502,887,912,1,1120.93
1400,3104,1098,2466,884,911,1,644.66
1401,2260,3950,2038,886,913,2,1196.16
1402,1494,2922,2898,888,918,1,31.29
1403,1778,3677,1631,880,913,2,1102.26
1404,2397,2306,2474,885,919,2,129.64
1405,2863,6272,1681,882,913,1,853.95
1406,2629,1001,919,891,919,2,1165.41
1407,918,3470,1808,883,915,2,765.42
1408,2128,4988,968,880,920,2,353.89
1409,1920,4182,2089,881,917,2,1052.35
1410,2016,2927,2458,891,912,1,467.37
1411,1589,1525,915,880,920,2,593.66
1412,2782,4178,2030,883,917,1,860.10
1413,844,4800,1683,885,917,2,195.72
1414,1740,2111,1611,887,914,2,1176.09
1415,1531,3643,555,886,913,2,866.71
1416,2453,3701,1702,880,916,1,198.06
1417,3133,6614,2342,889,920,2,467.04
1418,1636,4097,2022,884,921,2,755.53
1419,1754,1985,1176,883,920,1,389.08
1420,1588,4674,963,880,911,1,1163.48
1421,2469,2798,1088,890,914,1,787.37
1422,2595,7083,1820,888,915,1,1068.12
1423,1817,3640,1965,880,919,1,816.67
1424,2198,3527,1233,882,911,2,237.46
1425,3129,1393,1632,886,914,2,65.91
1426,1952,6796,623,889,914,1,626.11
1427,1385,3234,2298,886,920,1,347.04
1428,1765,2076,701,890,912,2,492.54
1429,2455,5022,2716,882,918,1,329.05
1430,2259,428,1038,883,912,2,167.13
1431,947,4834,1692,883,912,2,1040.59
1432,3102,7509,2745,889,912,2,368.44
1433,2674,7656,1820,883,913,2,687.76
1434,2119,2479,2920,886,914,1,148.14
1435,1305,808,1561,884,914,2,430.37
1436,2331,4192,2449,885,912,1,330.22
1437,1977,2308,2259,889,920,1,1023.20
1438,980,1103,595,886,913,2,191.23
1439,1603,3841,2709,885,917,2,842.89
1440,2826,3522,1182,885,915,1,805.41
1441,3092,2129,1362,886,914,2,748.55
1442,3050,7298,1382,887,911,1,217.10
1443,2600,5850,1560,883,914,1,182.26
1444,1830,2230,923,887,917,1,1165.83
1445,2984,2548,502,888,913,1,1165.58
1446,1221,4496,2468,887,921,1,1024.13
1447,2822,3869,936,892,918,1,753.33
1448,2024,4044,2346,880,918,1,929.08
1449,3173,3688,2682,880,916,2,644.68
1450,2700,7094,1409,892,919,2,476.29
1451,1075,7099,2318,881,914,2,636.00
1452,2190,1692,919,885,920,1,644.20
1453,2072,663,2728,886,916,2,575.97
1454,1683,5307,1629,892,919,2,514.50
1455,2416,1105,1203,883,920,1,1014.57
1456,3178,4996,1434,892,915,2,825.82
1457,1153,3086,2706,886,911,2,771.08
1458,2552,6370,2554,880,915,2,864.20
1459,1095,2730,2850,886,915,1,1101.70
1460,2257,2423,2790,889,921,2,1174.33
1461,2168,2711,2834,889,919,1,638.60
1462,992,3247,2827,888,916,1,608.25
1463,2581,1857,1978,885,914,2,891.31
1464,2477,5271,733,887,911,1,817.82
1465,1477,3555,2831,885,915,1,1181.07
1466,1715,7066,2651,880,918,1,1150.10
1467,2403,5017,2626,883,911,1,822.04
1468,2130,6817,1011,891,917,2,898.27
1469,946,7086,2573,885,918,1,466.04
1470,2179,3976,757,884,919,1,689.62
1471,2091,1348,584,891,918,1,970.99
1472,1138,3365,2853,887,915,1,348.10
1473,1371,5246,1161,885,914,1,444.50
1474,2318,6688,1465,884,917,1,425.60
1475,1548,2140,1347,892,917,2,610.48
1476,2323,5560,2637,890,915,1,846.35
1477,2135,2176,2722,889,921,2,296.57
1478,1306,7107,2712,884,919,2,1096.80
1479,2397,352,2480,883,921,2,892.27
1480,1494,7592,393,891,921,2,328.09
1481,2719,840,1246,888,920,1,258.69
1482,2135,5323,2800,880,916,2,1185.27
1483,1258,6121,1737,883,920,1,985.97
1484,982,7519,1928,880,913,2,1106.03
1485,3039,637,937,880,916,2,1059.92
1486,3232,2996,1139,882,913,2,358.44
1487,2682,4447,1512,892,911,2,455.72
1488,842,5541,2713,891,921,1,996.30
1489,843,3356,2872,889,914,2,203.39
1490,1418,1039,671,891,912,1,895.18
1491,1249,3929,1477,885,914,1,233.56
1492,1155,6441,1084,885,913,1,937.87
1493,2488,6450,1957,888,920,2,1173.83
1494,2186,807,862,884,919,2,792.95
1495,1657,5906,765,880,918,2,432.79
1496,854,6087,916,882,918,1,453.17
1497,1411,5216,984,885,921,1,521.38
1498,1846,5620,1421,888,914,1,659.59
1499,2770,3281,1906,884,918,2,790.33
1500,2798,3863,1277,892,921,1,330.12
1501,3104,1724,1885,887,914,2,491.70
1502,2852,716,529,892,916,1,911.40
1503,2995,4446,418,886,915,1,365.69
1504,2620,2871,397,891,921,1,602.49
1505,1076,5190,2819,890,913,2,839.50
1506,3173,7109,648,881,920,1,194.40
1507,1462,3664,696,884,916,2,939.71
1508,1158,248,2160,882,919,1,1121.10
1509,1835,5411,2387,884,914,1,892.76
1510,2839,330,2484,891,911,2,780.43
1511,2183,174,1073,882,920,1,526.70
1512,1185,719,1321,889,917,1,61.46
1513,1479,4682,1726,892,916,2,866.26
1514,1770,6415,911,887,915,2,592.75
1515,2148,3523,1942,892,917,2,368.89
1516,1082,4733,1771,889,919,2,1009.66
1517,2624,4967,2698,886,912,1,1007.29
1518,2375,6619,1172,888,918,1,970.22
1519,2762,4430,1421,883,919,1,538.23
1520,1983,5168,2327,886,920,1,762.17
1521,871,4685,2328,890,921,2,976.01
1522,2595,1817,1896,883,919,2,126.72
1523,2830,681,1818,884,915,2,1026.78
1524,1695,5220,836,890,912,2,650.95
1525,3065,6247,1629,887,911,1,275.91
1526,844,3366,1688,892,915,1,854.20
1527,2428,4361,1731,888,911,2,526.05
1528,1108,3542,827,892,911,1,363.56
1529,1294,3359,443,891,920,2,948.22
1530,2464,3480,1682,887,918,1,576.45
1531,2044,3142,952,892,917,1,453.09
1532,1361,2616,773,886,921,2,531.77
1533,1366,5459,2404,884,920,1,1008.58
1534,1400,6979,2760,890,911,2,335.71
1535,2105,6562,1613,881,912,1,580.57
1536,1397,7597,602,892,912,2,461.74
1537,2231,5588,2240,892,917,2,95.00
1538,2855,1935,520,881,920,2,924.42
1539,2797,3351,861,890,914,1,559.25
1540,1503,3268,2740,881,919,2,1175.22
1541,1562,1612,2182,882,918,1,1140.28
1542,2903,4113,1094,881,915,1,625.04
1543,816,2100,1314,888,916,2,226.34
1544,3039,1218,615,883,916,2,1042.73
1545,1751,5881,958,881,916,2,819.66
1546,2054,580,2504,892,916,2,1163.19
1547,1345,5767,453,891,920,2,671.44
1548,2886,6195,2303,884,918,2,784.18
1549,2138,3902,1472,887,919,2,883.64
1550,917,6777,1399,890,920,1,374.27
1551,2486,894,2554,882,915,2,35.58
1552,3012,1225,686,887,913,1,146.07
1553,2864,6657,2508,887,915,1,47.90
1554,2515,4578,836,884,916,1,288.44
1555,2710,648,674,881,913,1,632.30
1556,1280,2172,748,890,919,2,565.61
1557,1743,4935,979,890,912,2,625.05
1558,1273,1771,2052,888,912,1,377.03
1559,3041,6642,1295,886,919,2,1052.74
1560,3172,1054,2292,885,921,2,603.30
1561,1434,6047,2416,890,912,1,154.10
1562,1597,688,1392,888,919,1,206.74
1563,2225,2460,1964,892,920,1,1053.55
1564,1562,4313,571,883,911,1,816.96
1565,2294,6534,2579,890,914,2,489.27
1566,2939,961,2432,880,916,1,492.41
1567,2779,7457,1412,890,915,1,1028.21
1568,2157,269,995,886,914,1,1186.24
1569,1999,719,2851,890,913,2,1168.95
1570,1595,2468,1084,892,911,1,1037.17
1571,1396,1186,1722,891,915,2,989.49
1572,1029,588,1510,884,915,1,1029.27
1573,1905,6762,1139,890,911,2,811.00
1574,1659,7300,2718,883,918,1,763.79
1575,2279,7208,2484,886,920,2,285.90
1576,2852,5554,2866,886,912,1,454.40
1577,1341,273,2464,892,921,2,437.07
1578,2346,2758,1135,880,919,1,665.98
1579,1587,5310,2033,889,917,1,890.07
1580,1309,7119,1869,892,914,2,1013.87
1581,1873,705,1470,885,919,2,211.26
1582,2898,6627,2181,881,918,1,491.12
1583,2204,6075,2706,888,920,1,205.24
1584,1637,4624,2048,881,916,2,555.15
1585,3063,835,401,884,919,1,621.96
1586,1436,575,2020,884,915,2,355.27
1587,2490,5611,444,890,917,2,766.24
1588,2331,2229,583,886,919,1,826.72
1589,1243,4187,2302,886,911,2,339.90
1590,3215,2415,2833,882,918,1,589.34
1591,1480,4895,415,889,913,1,666.73
1592,2183,6189,930,880,919,1,457.90
1593,3118,4752,2327,889,914,2,930.05
1594,2961,7021,870,891,917,1,742.69
1595,833,5274,740,891,917,1,650.68
1596,825,5539,1952,888,914,2,863.35
1597,2908,1259,1380,880,914,2,668.84
1598,2782,768,1283,884,913,1,969.55
1599,2839,712,2252,892,915,1,432.65
1600,2989,3074,1006,887,916,2,199.41
1601,1658,2885,2010,892,912,2,163.05
1602,1743,7446,2925,880,912,2,558.82
1603,1507,2337,1099,889,914,2,52.77
1604,1506,1861,2136,883,911,2,1177.89
1605,2402,2834,2123,884,917,2,1192.11
1606,1760,4105,487,892,914,1,212.36
1607,1802,4855,1914,889,915,1,911.34
1608,2397,2375,594,883,914,2,507.33
1609,1298,4789,2691,891,913,2,291.35
1610,3126,4407,424,883,915,2,739.56
1611,1892,6026,2707,892,912,2,711.57
1612,1025,4395,2035,887,916,1,632.00
1613,2229,3324,953,891,913,2,770.70
1614,2988,4885,649,892,916,1,980.34
1615,1111,2351,2176,888,920,2,321.83
1616,3207,5957,1503,891,918,2,1003.55
1617,2265,6887,2725,880,911,2,662.29
1618,1117,6876,2215,891,916,2,954.21
1619,860,2012,734,886,919,1,1051.05
1620,1159,4747,1921,890,917,2,847.30
1621,2646,5250,1466,887,921,2,551.96
1622,2024,1744,1619,887,920,2,786.93
1623,2660,2593,866,880,911,1,1179.56
1624,2775,4718,2823,889,919,1,1059.14
1625,2499,5826,562,881,919,2,433.37
1626,2798,4639,1447,888,916,2,1157.39
1627,2306,4534,1685,884,918,2,440.16
1628,1343,1772,1352,884,913,1,617.24
1629,2016,6997,2875,884,911,1,171.09
1630,879,1049,2553,885,913,2,1162.67
1631,859,7460,2072,880,911,2,652.51
1632,2590,3965,1256,892,914,1,329.28
1633,1835,3265,1888,882,912,1,119.00
1634,2901,2896,855,885,915,1,194.86
1635,1537,3156,1844,883,915,2,63.09
1636,1824,3369,1103,890,921,1,673.69
1637,2110,5523,1899,881,921,1,1112.34
1638,1852,857,2648,884,915,1,968.71
1639,2215,2101,1928,887,911,1,609.23
1640,2055,2277,2731,881,915,1,405.98
1641,2010,1774,815,886,915,1,902.43
1642,1105,4020,2440,891,919,2,402.06
1643,1675,1054,2016,891,911,2,1143.56
1644,2183,2083,745,892,913,2,557.58
1645,1085,4410,2144,889,916,2,938.51
1646,1132,6574,454,891,913,2,67.89
1647,1806,2138,2357,885,917,2,355.11
1648,1409,7303,640,892,914,2,615.36
1649,2993,5330,1919,887,919,1,483.34
1650,2303,5273,2304,888,916,1,347.09
1651,1116,6136,1086,882,918,1,1111.24
1652,1551,4105,1227,885,918,2,723.27
1653,1699,7599,1517,889,916,1,1034.75
1654,1019,3548,1361,888,912,1,297.69
1655,1928,4206,1876,889,921,2,316.14
1656,2554,1772,2659,889,921,2,857.10
1657,1187,4859,2824,892,919,2,324.71
1658,1650,6385,2093,883,915,2,904.40
1659,3126,3875,1331,887,917,1,1056.07
1660,1436,1976,624,884,920,2,37.16
1661,1246,1673,1370,892,920,2,963.89
1662,1225,5920,2493,889,913,1,94.51
1663,2821,277,2907,885,912,2,895.78
1664,1719,1776,2078,881,914,2,1081.94
1665,3168,7079,2418,883,921,2,38.94
1666,1081,7288,2162,889,912,2,677.29
1667,1720,3799,1608,884,911,2,831.35
1668,2511,7165,2834,889,913,2,1088.15
1669,2494,5813,2847,887,912,2,264.22
1670,2563,7130,2574,888,914,2,739.73
1671,1944,3299,1917,880,911,2,947.35
1672,2960,2281,2246,889,917,1,499.11
1673,1616,4106,1752,888,915,2,111.85
1674,1967,4445,2517,882,916,1,799.48
1675,2844,5583,654,885,913,1,802.80
1676,2823,2176,873,886,912,2,1111.93
1677,3077,6643,947,886,919,2,877.53
1678,3017,3200,1196,889,914,1,145.10
1679,2649,1268,2613,886,912,2,1109.13
1680,1500,3831,1486,885,919,2,550.23
1681,2924,7263,1963,890,921,1,505.13
1682,901,4457,2194,880,913,1,1047.17
1683,1206,3718,870,892,920,1,467.95
1684,3033,2043,2143,892,913,1,58.29
1685,3156,5441,2371,885,911,2,1054.32
1686,1682,2388,1616,881,913,1,1074.67
1687,3101,356,2599,891,919,2,564.86
1688,1626,5531,552,891,920,2,1152.84
1689,1989,4315,698,892,921,2,1033.13
1690,2699,566,671,888,919,1,1077.16
1691,1268,187,1735,889,911,1,978.16
1692,983,6423,1760,884,911,2,1135.04
1693,3051,2866,957,883,919,1,599.34
1694,1076,6477,1057,890,917,2,938.27
1695,1519,1575,1611,887,911,1,649.57
1696,1966,5083,2120,883,920,2,869.92
1697,1521,4397,1475,885,911,2,666.80
1698,3155,3579,2037,888,913,2,774.91
1699,1376,6054,2680,887,912,2,416.41
1700,975,5859,2080,883,914,2,901.55
1701,2910,4313,2830,884,912,2,913.22
1702,1339,4534,1246,888,919,2,645.66
1703,1542,2731,467,888,917,1,659.36
1704,1784,4937,1705,890,918,1,815.85
1705,1052,6727,2445,889,916,2,1001.78
1706,3191,3194,1304,880,915,1,721.77
1707,1818,4751,490,886,916,1,237.27
1708,884,1181,1220,891,920,1,91.43
1709,1151,4411,1165,890,920,2,851.19
1710,1525,4819,1941,884,914,1,625.43
1711,1211,3727,1945,883,917,1,938.54
1712,1543,812,731,884,911,1,834.82
1713,998,3049,2538,888,918,1,431.55
1714,1015,6446,940,883,911,1,1123.30
1715,1635,5091,986,892,912,1,671.88
1716,2689,7374,788,890,919,1,794.23
1717,1765,7073,2607,890,920,2,817.45
1718,2009,5640,2541,892,920,2,454.98
1719,1280,4567,597,883,913,1,969.71
1720,2382,2562,871,885,914,1,132.84
1721,833,2837,1879,887,919,1,1184.82
1722,2565,3248,414,891,918,1,145.79
1723,1639,5085,1457,880,912,1,576.55
1724,1235,559,738,882,912,1,592.75
1725,1411,4904,2538,880,916,1,786.29
1726,1121,4177,712,880,911,2,195.47
1727,1990,3936,1306,889,921,2,1079.42
1728,1233,1725,1059,881,911,2,210.83
1729,3194,199,2611,885,915,2,725.55
1730,3127,6208,1006,884,911,1,918.29
1731,3092,6489,1451,887,912,1,645.73
1732,1514,7526,1737,888,918,1,918.97
1733,1183,4013,1637,890,913,2,230.97
1734,1151,6155,919,883,917,2,858.48
1735,3095,7219,2857,885,921,1,625.90
1736,2443,6268,456,883,911,2,1097.00
1737,2594,306,2170,891,912,1,610.85
1738,1795,5618,2264,890,918,1,699.35
1739,2413,5773,1437,891,914,1,387.19
1740,1206,941,2397,886,915,1,780.71
1741,2762,4664,2202,887,917,2,255.64
1742,1529,3938,2031,883,921,2,214.05
1743,2821,6637,2350,881,920,2,437.45
1744,2501,3695,2181,887,915,1,736.25
1745,1449,1348,1753,892,919,2,354.87
1746,2208,5057,2795,892,912,1,509.76
1747,1939,4381,1325,880,918,2,376.64
1748,963,6176,1677,883,914,1,275.78
1749,3048,4408,2609,887,916,2,977.28
1750,1379,3227,978,891,914,2,325.73
1751,1500,2880,1580,886,921,2,1158.41
1752,2557,6436,774,890,919,1,321.75
1753,1665,2210,2209,884,919,2,49.50
1754,1815,4164,1506,880,911,2,222.82
1755,3229,3222,1798,888,912,1,576.91
1756,2531,1656,2872,891,920,2,373.38
1757,1119,7055,2081,884,920,1,302.34
1758,1849,708,2661,892,914,2,593.35
1759,2680,2271,800,891,912,1,1070.03
1760,2128,6639,2527,885,920,2,791.95
1761,1344,6518,2838,892,917,1,98.45
1762,1471,1504,1293,888,916,1,951.55
1763,1027,2749,2859,887,913,1,806.16
1764,892,5645,927,885,916,1,259.43
1765,1342,590,2563,887,921,2,145.50
1766,3018,5683,1942,882,911,2,910.09
1767,3153,4509,1363,890,915,1,31.34
1768,827,1354,1355,880,914,1,258.21
1769,2604,4569,1582,892,917,2,362.39
1770,1743,3714,1107,883,919,2,1116.49
1771,3101,6531,461,880,917,1,804.52
1772,2605,775,2239,892,912,2,105.63
1773,1038,3228,1895,889,916,1,1175.88
1774,3053,1181,2841,890,921,1,67.15
1775,3037,4385,2348,890,918,1,31.62
1776,1328,1462,2001,887,916,2,438.41
1777,1071,6121,2798,889,913,1,1181.35
1778,2663,1880,1521,887,915,2,968.36
1779,1583,4566,1057,883,914,2,482.49
1780,1424,4201,730,888,917,2,741.72
1781,2718,5913,428,885,912,1,471.56
1782,1843,569,495,883,919,1,308.10
1783,2220,1734,896,881,916,2,34.16
1784,1254,2005,1717,884,917,1,770.71
1785,974,1690,855,882,915,1,214.16
1786,2179,644,1800,885,918,1,635.66
1787,2544,6008,2289,880,919,1,345.77
1788,2719,3642,1900,891,914,2,1008.37
1789,1519,5557,903,886,919,1,1072.13
1790,2015,4790,403,888,920,1,162.53
1791,3117,829,742,884,914,1,184.63
1792,1625,1341,2404,888,912,1,178.70
1793,859,2669,1041,880,918,2,1073.25
1794,3133,6657,2925,891,916,1,900.24
1795,1441,7531,2258,892,914,2,1067.69
1796,1536,4305,1988,887,916,2,168.39
1797,993,4748,484,892,911,1,359.48
1798,2615,4727,1430,892,920,1,585.18
1799,2321,2511,753,888,915,2,820.44
1800,2490,6556,1257,883,921,1,203.56
1801,1127,6585,1570,892,914,2,455.95
1802,1746,175,888,887,915,2,371.49
1803,2398,1274,2029,891,911,1,1037.33
1804,2485,2377,1680,892,920,1,610.44
1805,870,4940,1435,889,916,1,101.70
1806,2418,7045,2737,890,916,1,669.22
1807,2275,2574,2752,889,912,2,53.63
1808,2803,2444,2430,890,914,2,303.09
1809,1616,2592,2240,889,919,1,652.82
1810,1652,3910,403,890,919,2,249.42
1811,3157,6826,1227,888,911,2,838.45
1812,965,7249,2123,889,921,1,631.18
1813,3066,6714,2019,882,916,2,1143.44
1814,1336,4869,1098,882,920,2,806.94
1815,2993,1709,1725,892,914,1,840.17
1816,1997,411,1794,891,918,2,564.39
1817,1669,7473,2448,882,913,2,37.37
1818,2953,1802,1993,880,918,1,321.99
1819,2959,2612,2441,888,915,1,1002.94
1820,1898,3027,2763,891,918,2,971.07
1821,1859,5780,629,883,915,1,523.21
1822,1506,7135,765,886,918,2,885.95
1823,2963,6169,2002,884,919,1,1138.54
1824,2364,1032,2688,883,920,2,1179.30
1825,2376,7151,1223,882,920,1,242.92
1826,1031,7402,2347,880,917,1,856.19
1827,1215,7558,2496,881,915,1,77.64
1828,1168,437,965,889,914,1,933.70
1829,2297,4950,2315,880,912,1,832.46
1830,2702,5342,881,885,920,1,1139.23
1831,2559,5520,1951,881,920,2,131.61
1832,1062,6485,1465,888,915,1,886.98
1833,2991,5202,1310,890,921,1,1139.44
1834,2343,5875,2189,890,918,2,770.94
1835,1113,7177,927,886,915,1,1125.97
1836,3224,5019,852,891,913,2,40.59
1837,1664,2116,1100,892,912,2,1194.72
1838,1608,930,1241,882,921,2,346.47
1839,1447,2239,1845,892,919,2,74.06
1840,2667,1651,2027,884,919,1,1135.56
1841,1779,2243,1749,880,919,2,895.62
1842,2597,1303,2276,889,921,1,459.08
1843,3179,6428,2154,885,911,2,1102.31
1844,1954,7463,1229,890,911,1,312.28
1845,1609,777,939,883,911,2,248.18
1846,2363,5715,2901,886,917,1,1164.46
1847,2757,188,1984,885,921,2,233.75
1848,1671,6918,798,883,921,1,788.09
1849,2139,1265,636,887,919,1,300.55
1850,2156,5963,1239,890,912,2,357.48
1851,2091,6452,869,884,917,2,698.17
1852,1850,5066,1464,888,916,1,363.33
1853,3042,3031,2428,889,913,1,71.16
1854,2460,3954,2174,889,911,2,857.88
1855,1946,5018,729,891,919,1,1116.36
1856,1804,3866,1251,887,912,1,89.04
1857,2188,3165,2777,892,918,2,721.11
1858,2224,1787,1692,892,919,2,515.67
1859,3240,6853,2535,889,918,1,1143.16
1860,1596,5001,1997,884,921,1,299.70
1861,2373,2437,2758,887,918,2,969.73
1862,3103,7658,2015,889,917,2,553.39
1863,1425,2468,2150,892,916,2,691.03
1864,2366,6325,2888,886,912,1,888.92
1865,2264,5727,401,885,913,1,73.66
1866,1606,2972,1347,884,913,1,504.28
1867,2654,1437,1238,885,916,2,217.46
1868,1255,6057,1016,885,920,2,1006.83
1869,2791,3675,2836,881,917,1,92.65
1870,2584,7224,2375,888,920,1,349.66
1871,3003,6661,2485,886,920,2,740.65
1872,815,1516,1871,884,914,1,342.45
1873,1095,5128,702,888,914,2,583.69
1874,2281,2063,1261,881,914,1,1130.75
1875,3021,5452,1015,889,913,2,671.96
1876,1964,3859,499,887,917,2,751.19
1877,2150,4353,884,891,913,1,644.49
1878,1425,3644,1960,886,911,2,883.31
1879,1334,1832,1407,885,912,1,640.19
1880,2576,6189,2065,885,913,2,384.64
1881,2791,2259,2752,880,914,1,591.30
1882,2916,1668,540,883,918,1,260.04
1883,1081,1628,1452,886,914,2,1052.45
1884,2584,4037,1418,892,914,2,723.16
